"DOY" "Depth" "PON"
294 39.8 0.327142857142857
294 60.3 0.4
294 77.6 0.122142857142857
294 100.2 0.237857142857143
294 119.4 0.105714285714286
294 141.3 0.105714285714286
294 200.6 0.135714285714286
294 301.2 0.173571428571429
295 20.4 0.373571428571429
295 39.1 0.318571428571429
295 60.1 0.391428571428571
295 94.6 0.392142857142857
295 120.3 0.225
295 139.8 0.216428571428571
295 199.7 0.143571428571429
295 299.5 0.122142857142857
295 4 0.267142857142857
295 20.1 0.258571428571429
295 39.9 0.275714285714286
295 60.1 0.319285714285714
295 80.8 0.263571428571429
295 99.5 0.267142857142857
295 119.5 0.263571428571429
295 140.4 0.190714285714286
295 200.6 0.157142857142857
295 299.2 0.113571428571429
295 4.4 0.335714285714286
295 20.4 0.314285714285714
295 39.9 0.288571428571429
295 61.6 0.297142857142857
295 80.7 0.225
295 99 0.195
295 114.9 0.737857142857143
295 140.1 0.146428571428571
295 202.1 0.146428571428571
295 300.6 0.176428571428571
296 19.7 0.312142857142857
296 38.7 0.299285714285714
296 57.7 0.325
296 79.7 0.308571428571429
296 102.8 0.249285714285714
296 120.1 0.249285714285714
296 140.3 0.185
296 202.6 0.121428571428571
296 301.8 0.138571428571429
296 3.6 0.252142857142857
296 19.4 0.303571428571429
296 41.1 0.32
296 61.1 0.350714285714286
296 80.2 0.342142857142857
296 98.4 0.325
296 120.9 0.346428571428571
296 139.8 0.245
296 200.7 0.134285714285714
297 4.2 0.235714285714286
297 20.5 0.295
297 39.7 0.315714285714286
297 59.3 0.273571428571429
297 77.4 0.278571428571429
297 99.4 0.274285714285714
297 119.1 0.355
297 142.4 0.189285714285714
297 197.3 0.121428571428571
297 299.9 0.121428571428571
297 3.8 0.256428571428571
297 20.4 0.282142857142857
297 40.3 0.248571428571429
297 60.1 0.344285714285714
297 79.4 0.275714285714286
297 101.7 0.241428571428571
297 111.7 0.31
297 141.3 0.246428571428571
297 200.4 0.143571428571429
297 249.3 0.160714285714286
298 4.1 0.211428571428571
298 39.4 0.155714285714286
298 57.9 0.279285714285714
298 78.6 0.382142857142857
298 100.9 0.339285714285714
298 119.8 0.241428571428571
298 139 0.215714285714286
298 250.6 0.101428571428571
298 4.6 0.352142857142857
298 40.2 0.313571428571429
298 60 0.134285714285714
298 81.2 0.22
298 100.7 0.297142857142857
298 121.4 0.254285714285714
298 140.5 0.152142857142857
298 300.9 0.122142857142857
299 6 0.347857142857143
299 41.2 0.445714285714286
299 59.6 0.355714285714286
299 80.4 0.390714285714286
299 102.6 0.382142857142857
299 120.3 0.416428571428571
299 139.4 0.224285714285714
299 300.3 0.135
299 5.5 0.394285714285714
299 39.3 0.513571428571429
299 60.9 0.377142857142857
299 79.6 0.390714285714286
299 98.8 0.386428571428571
299 111 0.290714285714286
299 140.7 0.167857142857143
299 301 0.155
302 4.2 0.286428571428571
302 61.7 0.367142857142857
302 120.7 0.308571428571429
302 141.2 0.219285714285714
302 239.9 0.155
346 5.4 0.431428571428571
346 40.6 0.471428571428571
346 59.5 0.410714285714286
346 80.1 0.379285714285714
346 99.3 0.337857142857143
346 120.7 0.273571428571429
346 140 0.164285714285714
346 200.7 0.188571428571429
346 5 0.475714285714286
346 40.2 0.431428571428571
346 58.7 0.48
346 80.4 0.382142857142857
346 99.4 0.390714285714286
346 140.7 0.216428571428571
346 200.8 0.147857142857143
347 4.2 0.370714285714286
347 40.1 0.419285714285714
347 61.6 0.301428571428571
347 80.8 0.265714285714286
347 101 0.188571428571429
347 121.4 0.196428571428571
347 141.5 0.16
347 202 0.200714285714286
347 3.4 0.487857142857143
347 39.1 0.431428571428571
347 60.5 0.370714285714286
347 81.9 0.325714285714286
347 99.4 0.265714285714286
347 119.3 0.200714285714286
347 138.9 0.200714285714286
347 199.8 0.18
348 4.4 0.545
348 42.1 0.402857142857143
348 60.9 0.301428571428571
348 81.8 0.297857142857143
348 101.6 0.297857142857143
348 117.7 0.29
348 139.1 0.215714285714286
348 201.4 0.187142857142857
348 3.4 0.511428571428571
348 40.2 0.408571428571429
348 60.5 0.388571428571429
348 79 0.282142857142857
348 99.6 0.215714285714286
348 120.4 0.207857142857143
348 140.8 0.215714285714286
348 199.7 0.158571428571429
348 3.8 0.548571428571429
348 40.8 0.392142857142857
348 60.5 0.236428571428571
348 80.8 0.228571428571429
348 101.3 0.2
348 120.6 0.178571428571429
348 138.2 0.138571428571429
348 199.8 0.134285714285714
271 79.6 0.138571428571429
271 99.7 0.132142857142857
271 119.9 0.128571428571429
271 149.8 0.105714285714286
271 199.8 0.0785714285714286
271 299.9 0.0471428571428571
271 6.2 0.105714285714286
271 38.6 0.0571428571428571
272 4.5 0.142142857142857
272 20.8 0.134285714285714
272 39.7 0.147142857142857
272 79.8 0.123571428571429
272 99.3 0.108571428571429
272 119.6 0.0935714285714286
272 150.3 0.0707142857142857
272 202 0.0557142857142857
272 301.1 0.0585714285714286
273 5.2 0.167142857142857
273 20.2 0.167142857142857
273 40.2 0.142142857142857
273 80.6 0.110714285714286
273 100.5 0.0857142857142857
273 121.1 0.0707142857142857
273 151 0.0607142857142857
273 199.5 0.0621428571428571
273 300.3 0.142142857142857
273 5.9 0.149285714285714
273 60.4 0.178571428571429
273 69.7 0.105714285714286
273 80.4 0.672857142857143
273 99.6 0.0735714285714286
273 120.6 0.0585714285714286
273 199.6 0.128571428571429
275 5.2 0.114285714285714
275 20.6 0.134285714285714
275 39.7 0.145714285714286
275 60.1 0.125714285714286
275 80.5 0.118571428571429
275 100.3 0.0971428571428572
275 119.4 0.996428571428571
275 200.9 0.0457142857142857
275 300.4 0.108571428571429
275 20.7 0.132142857142857
275 39.1 0.165714285714286
275 79.9 0.163571428571429
275 100.3 0.175714285714286
275 119.7 0.167142857142857
275 150 0.128571428571429
275 199.4 0.115714285714286
275 300.1 0.0871428571428571
276 4.9 0.0607142857142857
276 98.3 0.102142857142857
277 5.4 0.0857142857142857
277 19.6 0.102142857142857
277 39.1 0.117142857142857
277 79.1 0.0885714285714286
277 99.9 0.103571428571429
277 120.6 0.0557142857142857
277 149.3 0.0507142857142857
277 200.1 0.0421428571428571
277 300.7 0.110714285714286
277 80.1 0.105714285714286
277 100.2 0.117142857142857
277 120.5 0.0735714285714286
277 151.5 0.0457142857142857
277 200.9 0.0457142857142857
277 301.2 0.0421428571428571
277 5.4 0.107142857142857
277 5.6 0.0907142857142857
277 120.1 0.0921428571428572
278 5.8 0.0821428571428571
278 40.6 0.0992857142857143
278 79.5 0.0835714285714286
278 101.6 0.0907142857142857
278 120.8 0.0557142857142857
278 150.6 0.0521428571428571
278 199.8 0.0285714285714286
278 281.5 0.0857142857142857
278 5.7 0.0957142857142857
278 119.8 0.0957142857142857
279 6.2 0.0971428571428572
279 40.1 0.104285714285714
279 80 0.0907142857142857
279 100.6 0.0785714285714286
279 121.5 0.0521428571428571
279 150.1 0.0371428571428571
279 201.3 0.0421428571428571
279 301.7 0.0735714285714286
279 5.6 0.102142857142857
279 120.1 0.117142857142857
280 5.5 0.0921428571428572
280 41.3 0.104285714285714
280 79.6 0.0921428571428572
280 101.8 0.102142857142857
280 119.8 0.0571428571428571
280 151.1 0.0485714285714286
280 199.6 0.0421428571428571
280 302 0.102142857142857
282 4.4 0.102142857142857
282 38.9 0.0921428571428572
282 79.1 0.105714285714286
282 99.6 0.0835714285714286
282 119.6 0.108571428571429
282 149.7 0.0635714285714286
282 201.3 0.0457142857142857
282 303.5 0.0907142857142857
282 5.1 0.122142857142857
282 19.9 0.0842857142857143
282 39.6 0.0992857142857143
282 78.9 0.104285714285714
282 100 0.0907142857142857
282 119.7 0.0535714285714286
282 149.2 0.0635714285714286
283 5.3 0.0921428571428572
283 40.4 0.104285714285714
283 79.7 0.110714285714286
283 100.4 0.110714285714286
283 119.3 0.0871428571428571
283 149.3 0.0721428571428571
283 200.1 0.0321428571428571
283 6.2 0.0821428571428571
283 20.8 0.102142857142857
283 41.4 0.0942857142857143
283 80.1 0.113571428571429
283 101.5 0.0871428571428571
283 119.8 0.0971428571428572
283 151.2 0.0785714285714286
283 199.4 0.0457142857142857
284 5.9 0.0892857142857143
284 39.2 0.0957142857142857
284 79.6 0.0857142857142857
284 99.9 0.0871428571428571
284 119 0.0835714285714286
284 148.8 0.0585714285714286
284 197.6 0.0535714285714286
285 5 0.104285714285714
285 40.2 0.105714285714286
285 79.3 0.110714285714286
285 100.1 0.0985714285714286
285 119.8 0.107142857142857
285 150.4 0.0685714285714286
285 199.2 0.0521428571428571
285 4.9 0.102142857142857
285 40.5 0.109285714285714
285 80 0.123571428571429
285 99.3 0.110714285714286
285 149.5 0.0485714285714286
285 200.1 0.0407142857142857
285 301.9 0.0285714285714286
285 5.6 0.0807142857142857
285 40.6 0.0871428571428571
285 80.7 0.0821428571428571
285 100.7 0.0885714285714286
285 149.8 0.0507142857142857
285 200.1 0.0471428571428571
285 301 0.0457142857142857
286 6 0.0757142857142857
286 40.1 0.0785714285714286
286 80.2 0.0871428571428571
286 100.1 0.0757142857142857
286 149.6 0.0557142857142857
286 200.3 0.0357142857142857
286 299.6 0.0407142857142857
286 5.1 0.105714285714286
286 40.7 0.0907142857142857
286 80.1 0.0885714285714286
286 100.8 0.0721428571428571
286 150.5 0.0471428571428571
286 200.3 0.0421428571428571
286 301.2 0.0371428571428571
272 5.7 0.259285714285714
272 19.5 0.302857142857143
272 39.2 0.338571428571429
272 80.3 0.792857142857143
272 98.3 0.318571428571429
272 119.6 0.239285714285714
272 148.3 0.124285714285714
272 202.4 0.120714285714286
272 300.7 0.120714285714286
272 5.4 0.267142857142857
272 20.3 0.346428571428571
272 39.4 0.235714285714286
272 78 0.314285714285714
272 98.8 0.401428571428571
272 119.6 0.147857142857143
272 148.6 0.116428571428571
272 199.8 0.120714285714286
272 302.6 0.444285714285714
273 4.3 0.352142857142857
273 14.5 0.182142857142857
273 24.9 0.471428571428571
273 44.8 0.205714285714286
273 73.9 1.54642857142857
273 100.6 0.15
273 149.5 0.0714285714285714
273 200 0.687142857142857
274 4.8 0.245714285714286
274 20.3 0.205714285714286
274 40.8 0.245
274 79.8 0.130714285714286
274 100.8 0.118571428571429
274 149.3 0.0392857142857143
274 201 0.0314285714285714
274 299.8 0.0907142857142857
274 3.2 0.158571428571429
274 14.6 0.300714285714286
274 29.9 0.289285714285714
274 50.5 0.265
274 70.6 0.229285714285714
274 103.5 0.126428571428571
274 199.8 0.232857142857143
275 5 0.281428571428571
275 21 0.292857142857143
275 40.1 0.221428571428571
275 80.9 0.208571428571429
275 100 0.155
275 121 0.0935714285714286
275 151.2 0.0692857142857143
275 200.2 0.0735714285714286
275 301.1 0.171428571428571
275 3.6 0.232857142857143
275 29.3 0.257857142857143
275 100.6 0.2
275 120.1 0.18
275 150.7 0.135
275 201.4 0.102142857142857
275 300.5 0.0242857142857143
275 3 0.200714285714286
275 20.1 0.307142857142857
275 39.4 0.229285714285714
275 80.9 0.285714285714286
275 100.8 0.214285714285714
275 120.9 0.410714285714286
275 149.6 0.124285714285714
275 201 0.149285714285714
275 300.5 0.1
276 3.1 0.182142857142857
276 29.4 0.267857142857143
276 49.2 0.235
276 79.3 0.157142857142857
276 100 0.202142857142857
276 125.2 0.149285714285714
276 149.6 0.124285714285714
276 200.4 0.124285714285714
276 300.7 0.055
277 3.5 0.861428571428571
277 30.5 0.218571428571429
277 49.2 0.215
277 79.9 0.206428571428571
277 100.7 0.194285714285714
277 121.3 0.185714285714286
277 150.7 0.230714285714286
277 201.5 0.0507142857142857
277 301.1 0.055
279 3.6 0.222857142857143
279 19.7 0.206428571428571
279 40.8 0.235
279 79.9 0.210714285714286
279 100.6 0.175
279 120.4 0.151428571428571
279 150.8 0.163571428571429
279 200.5 0.134285714285714
279 300.4 0.0178571428571429
280 3.8 0.208571428571429
280 19.2 0.18
280 40.6 0.208571428571429
280 78.9 7.31428571428571
280 100.9 0.197142857142857
280 119 0.167142857142857
280 150.3 0.102857142857143
280 202.4 0.107142857142857
280 298.8 0.03
281 3.1 0.115714285714286
281 19.9 0.0671428571428571
281 39.8 0.152142857142857
281 78.6 0.16
281 99.4 0.265
281 119.1 0.265
281 149.7 0.147857142857143
281 200.1 0.0992857142857143
281 299.7 0.0828571428571429
285 2.8 0.252857142857143
285 20.1 0.200714285714286
285 41.3 0.240714285714286
285 80.2 0.232142857142857
285 100.7 0.426428571428571
285 120.8 0.2
285 150.7 0.0585714285714286
285 199.8 0.111428571428571
285 300.6 0.0871428571428571
281 3.6 0.185714285714286
281 39.4 0.247857142857143
281 79.4 0.242857142857143
281 99.5 0.247142857142857
281 118.8 0.166428571428571
281 199.1 0.0757142857142857
281 299.4 0.0571428571428571
282 3.8 0.228571428571429
282 39.9 0.205
282 79.5 0.394285714285714
282 100.2 0.247142857142857
282 119.7 0.147142857142857
282 150.5 0.498571428571429
282 200.4 0.175714285714286
282 299.8 0.0857142857142857
283 3.8 0.205
283 39.2 0.309285714285714
283 79.2 0.195
283 98.2 0.280714285714286
283 119.6 0.204285714285714
283 150.4 0.147142857142857
283 198.6 0.128571428571429
283 300.5 0.0614285714285714
283 40.6 0.304285714285714
283 79.6 0.213571428571429
283 120.1 0.195
283 201 0.109285714285714
283 299.4 0.118571428571429
262 3.8 0.252142857142857
262 41.3 0.235
262 80.4 0.222142857142857
262 100.6 0.217857142857143
262 121.5 0.151428571428571
262 150.5 0.0935714285714286
262 200 0.0685714285714286
262 300.2 0.0457142857142857
263 3.1 0.180714285714286
263 40.6 0.193571428571429
263 80.3 0.226428571428571
263 101 0.16
263 120.1 0.180714285714286
263 151.1 0.101428571428571
263 302.9 0.0342857142857143
263 2.7 0.235
263 39.8 0.235
263 78.6 0.239285714285714
263 100.4 0.230714285714286
263 120.6 0.201428571428571
263 152.4 0.135
263 200.1 0.0978571428571429
263 300.1 0.0557142857142857
264 5.3 0.185
264 40.8 0.227142857142857
264 79.4 0.0814285714285714
264 100.1 0.239285714285714
264 119.8 0.197142857142857
264 150 0.114285714285714
264 200.6 0.0935714285714286
264 299.7 0.120714285714286
264 2.1 0.316428571428571
264 41.5 0.275
264 79.5 0.295
264 99 0.274285714285714
264 122.4 0.22
264 150.2 0.174285714285714
264 199.7 0.153571428571429
264 298.3 0.0857142857142857
265 3.5 0.345714285714286
265 40 0.303571428571429
265 80.3 0.324285714285714
265 100.4 0.299285714285714
265 119.8 0.282857142857143
265 150.6 0.216428571428571
265 200 0.0271428571428571
265 300.3 0.0392857142857143
268 3.6 0.185
268 39.2 0.205714285714286
268 80.1 0.205714285714286
268 100 0.180714285714286
268 120.6 0.185
268 150.2 0.0728571428571429
268 200 0.0435714285714286
268 300.6 0.00214285714285714
268 19.6 0.164285714285714
268 79.9 0.235
268 100.1 0.238571428571429
268 119.9 0.16
268 149.3 0.0642857142857143
268 200.9 0.0557142857142857
268 298.5 0.0314285714285714
268 399.2 0.0185714285714286
269 3.3 0.226428571428571
269 41.3 0.197142857142857
269 81.1 0.213571428571429
269 100.8 0.222142857142857
269 119.9 0.155714285714286
269 151 0.118571428571429
269 201.3 0.0314285714285714
269 301.4 0.0807142857142857
270 3 0.180714285714286
270 40.5 0.217857142857143
270 80.2 0.272142857142857
270 101.3 0.272142857142857
270 119.8 0.267857142857143
270 149.9 0.151428571428571
270 200.7 0.0914285714285714
270 300.2 0.0371428571428571
271 3.6 0.286428571428571
271 39.2 0.298571428571429
271 80 0.307142857142857
271 99.7 0.203571428571429
271 121 0.273571428571429
271 151.1 0.0742857142857143
271 305.4 0.025
271 396.8 0.00285714285714286
274 4.6 0.347857142857143
274 19.6 0.267142857142857
274 40.1 0.270714285714286
274 80.1 0.359285714285714
274 99 0.274285714285714
274 120 0.226428571428571
274 151.6 0.177857142857143
274 199.9 0.165714285714286
274 300.5 0.149285714285714
274 4.8 0.174285714285714
274 20 0.275
274 39.7 0.323571428571429
274 80.2 0.322857142857143
274 100.2 0.343571428571429
274 118.8 0.177857142857143
274 150 0.165714285714286
274 199.7 0.133571428571429
274 300 0.161428571428571
275 4.5 0.230714285714286
275 18.9 0.230714285714286
275 41.3 0.367857142857143
275 80.2 0.193571428571429
275 98.9 0.202142857142857
275 120.5 0.165714285714286
275 149.9 0.0485714285714286
275 200 0.0728571428571429
275 300.9 0.0971428571428572
276 4.4 0.238571428571429
276 21 0.177857142857143
276 38.1 0.255
276 81.9 0.246428571428571
276 100.3 0.193571428571429
276 121.3 0.197857142857143
276 147.8 0.161428571428571
276 203.6 0.125
276 309.7 0.085
276 4.1 0.175714285714286
276 19.7 0.269285714285714
276 39.6 0.232857142857143
276 80.1 0.204285714285714
276 100.8 0.212142857142857
276 120.2 0.167857142857143
276 150.9 0.095
276 201.7 0.0628571428571429
276 300.6 0.0178571428571429
277 4 0.138571428571429
277 19.9 0.259285714285714
277 39.8 0.207142857142857
277 80.6 0.187142857142857
277 100.1 0.207142857142857
277 121.2 0.182857142857143
277 149.5 0.03
277 201.8 0.07
277 301.5 0.0621428571428571
278 4.4 0.179285714285714
278 20.5 0.195
278 41.1 0.259285714285714
278 81 0.198571428571429
278 98.6 0.158571428571429
278 124.6 0.207142857142857
278 148.4 0.0821428571428571
278 204.7 0.0392857142857143
278 301.9 0.0614285714285714
278 3.8 0.180714285714286
278 20 0.177142857142857
278 40.4 0.245714285714286
278 80.8 0.197142857142857
278 100.4 0.197142857142857
278 120.7 0.0721428571428571
278 149.5 0.120714285714286
278 201.2 0.0364285714285714
278 299.7 0.0642857142857143
279 4.6 0.120714285714286
279 20.4 0.217142857142857
279 40 0.237142857142857
279 82.7 0.217142857142857
279 99.8 0.197142857142857
279 120.3 0.237142857142857
279 148.9 0.104285714285714
279 200.7 0.0885714285714286
279 299.9 0.0964285714285714
279 4.5 0.213571428571429
279 19.6 0.221428571428571
279 40.1 0.185
279 80.4 0.261428571428571
279 99.6 0.249285714285714
279 120.1 0.205
279 150.1 0.156428571428571
279 200 0.0121428571428571
279 299.5 0.04
280 4.1 0.0914285714285714
280 20.1 0.171428571428571
280 40.3 0.135714285714286
280 79.1 0.171428571428571
280 100.2 0.171428571428571
280 120.2 0.171428571428571
280 150.4 0.139285714285714
280 200.5 0.0635714285714286
280 3.6 0.207142857142857
280 19.8 0.131428571428571
280 40.4 0.215714285714286
280 79.7 0.239285714285714
280 100.9 0.231428571428571
280 119 0.215
280 150.7 0.163571428571429
280 202.1 0.131428571428571
280 301 0.0557142857142857
280 4.9 0.107857142857143
280 20.2 0.239285714285714
280 40.8 0.223571428571429
280 79.7 0.167142857142857
280 99.4 0.199285714285714
280 119.6 0.191428571428571
280 150.2 0.135714285714286
280 200.4 0.0957142857142857
280 300.7 0.0992857142857143
281 3.8 0.211428571428571
281 20.1 0.199285714285714
281 40.1 0.159285714285714
281 80.2 0.223571428571429
281 99.3 0.227142857142857
281 119.3 0.207142857142857
281 151.6 0.119285714285714
281 201.5 0.179285714285714
281 300.9 0.0478571428571429
281 3.8 0.262857142857143
281 19.4 0.310714285714286
281 40.5 0.262857142857143
281 80.3 0.219285714285714
281 100.9 0.211428571428571
281 120.9 0.227142857142857
281 149.9 0.0807142857142857
281 202.2 0.0771428571428572
281 300.7 0.0807142857142857
282 4.1 0.334285714285714
282 19.5 0.290714285714286
282 39.8 0.310714285714286
282 80.8 0.306428571428571
282 99.5 0.223571428571429
282 121.2 0.100714285714286
282 150 0.0964285714285714
282 200.6 0.0728571428571429
282 299.6 0.104285714285714
