time,lat,lon,depth,time_out,Lat_out,Long_out,pres,temp,salt,lt1,lt2,lt3,dark,t0,pp,Cruise_ID,niskin_flag,UNOLS
1996-03-15T00:00:00.000Z,31.669,-64.151,120,1996-03-15T00:00,,,,,36.673,0.43,0.51,,0.34,0.48,0.12,1009008107,2,nan
1996-03-15T00:00:00.000Z,31.669,-64.151,140,1996-03-15T00:00,,,,,36.659,0.28,0.32,0.29,0.27,0.51,0.03,1009008108,2,nan
1996-03-28T00:00:00.000Z,31.668,-64.166,1,1996-03-28T00:00,,,,,36.727,12.4,12.27,14.89,0.58,0.76,12.61,2009008101,2,nan
1996-03-28T00:00:00.000Z,31.668,-64.166,20,1996-03-28T00:00,,,,,36.725,16.2,17.68,17.68,0.66,0.83,16.52,2009008102,2,nan
1996-03-28T00:00:00.000Z,31.668,-64.166,40,1996-03-28T00:00,,,,,36.724,13.79,13.43,14.47,0.79,0.51,13.1,2009008103,2,nan
1996-03-28T00:00:00.000Z,31.668,-64.166,60,1996-03-28T00:00,,,,,36.716,12.66,13.96,13.15,0.65,1.2,12.6,2009008104,2,nan
1996-03-28T00:00:00.000Z,31.668,-64.166,80,1996-03-28T00:00,,,,,36.687,4.76,5.21,4.8,0.69,0.69,4.23,2009008105,2,nan
1996-03-28T00:00:00.000Z,31.668,-64.166,100,1996-03-28T00:00,,,,,36.67,1.63,1.89,1.69,0.54,0.91,1.2,2009008106,2,nan
1996-03-28T00:00:00.000Z,31.668,-64.166,120,1996-03-28T00:00,,,,,36.66,0.84,0.79,0.77,0.8,0.66,0,2009008107,2,nan
1996-03-28T00:00:00.000Z,31.668,-64.166,140,1996-03-28T00:00,,,,,36.657,0.69,0.69,0.68,0.68,0.83,0.01,2009008108,2,nan
1996-04-09T00:00:00.000Z,31.669,-64.166,1,1996-04-09T00:00,,,,,36.726,5.17,5.51,6.02,0.29,0.27,5.28,1009108101,2,nan
1996-04-09T00:00:00.000Z,31.669,-64.166,20,1996-04-09T00:00,,,,,36.724,4.9,4.88,4.88,0.43,0.22,4.45,1009108102,2,nan
1996-04-09T00:00:00.000Z,31.669,-64.166,40,1996-04-09T00:00,,,,,36.671,9.56,5.94,7.69,0.41,0.17,7.33,1009108103,2,nan
1996-04-09T00:00:00.000Z,31.669,-64.166,60,1996-04-09T00:00,,,,,36.641,4.06,4.02,4.13,0.29,0.21,3.78,1009108104,2,nan
1996-04-09T00:00:00.000Z,31.669,-64.166,80,1996-04-09T00:00,,,,,36.637,0.73,0.83,0.78,0.3,0.3,0.48,1009108105,2,nan
1996-04-09T00:00:00.000Z,31.669,-64.166,100,1996-04-09T00:00,,,,,36.635,0.26,0.28,0.26,0.35,0.25,-0.09,1009108106,2,nan
1996-04-09T00:00:00.000Z,31.669,-64.166,120,1996-04-09T00:00,,,,,36.618,0.23,0.24,0.27,0.27,0.14,-0.03,1009108107,2,nan
1996-04-09T00:00:00.000Z,31.669,-64.166,140,1996-04-09T00:00,,,,,36.602,0.19,0.26,0.22,0.23,0.26,-0.01,1009108108,2,nan
1996-04-23T00:00:00.000Z,31.657,-64.167,1,1996-04-23T00:00,,,,,,9.31,9.71,10.24,0.23,0.37,9.52,2009108101,2,nan
1996-04-23T00:00:00.000Z,31.657,-64.167,20,1996-04-23T00:00,,,,,36.637,23.7,27.34,27.34,0.54,0.21,25.58,2009108102,2,nan
1996-04-23T00:00:00.000Z,31.657,-64.167,40,1996-04-23T00:00,,,,,36.624,41.92,38.41,38.77,0.54,0.22,39.17,2009108103,2,nan
1996-04-23T00:00:00.000Z,31.657,-64.167,60,1996-04-23T00:00,,,,,36.602,4.41,4.76,4.61,0.37,0.19,4.23,2009108104,2,nan
1996-04-23T00:00:00.000Z,31.657,-64.167,80,1996-04-23T00:00,,,,,36.61,1.23,1.1,1.18,0.33,0.33,0.85,2009108105,2,nan
1996-04-23T00:00:00.000Z,31.657,-64.167,100,1996-04-23T00:00,,,,,36.612,0.41,0.44,0.37,0.39,0.16,0.02,2009108106,2,nan
1996-04-23T00:00:00.000Z,31.657,-64.167,120,1996-04-23T00:00,,,,,36.592,0.28,0.28,0.35,0.2,0.17,0.1,2009108107,2,nan
1996-04-23T00:00:00.000Z,31.657,-64.167,140,1996-04-23T00:00,,,,,36.577,0.26,0.27,0.28,0.32,0.26,-0.06,2009108108,2,nan
1996-05-07T00:00:00.000Z,31.666,-64.166,1,1996-05-07T00:00,,,,,36.766,6.24,6.37,6.31,0.25,0.58,6.06,1009208101,2,nan
1996-05-07T00:00:00.000Z,31.666,-64.166,20,1996-05-07T00:00,,,,,36.705,5.55,5.34,4.91,0.47,0.32,4.8,1009208102,2,nan
1996-05-07T00:00:00.000Z,31.666,-64.166,40,1996-05-07T00:00,,,,,36.712,3.38,3.13,2.95,0.36,0.3,2.79,1009208103,2,nan
1996-05-07T00:00:00.000Z,31.666,-64.166,60,1996-05-07T00:00,,,,,36.671,4.18,4.16,4.07,0.41,0.35,3.72,1009208104,2,nan
1996-05-07T00:00:00.000Z,31.666,-64.166,80,1996-05-07T00:00,,,,,36.662,3.19,3.28,3.12,0.5,0.23,2.7,1009208105,2,nan
1996-05-07T00:00:00.000Z,31.666,-64.166,100,1996-05-07T00:00,,,,,36.623,0.78,0.78,0.78,0.47,0.2,0.31,1009208106,2,nan
1996-05-07T00:00:00.000Z,31.666,-64.166,120,1996-05-07T00:00,,,,,36.611,0.28,0.32,0.38,,0.19,,1009208107,2,nan
1996-05-07T00:00:00.000Z,31.666,-64.166,140,1996-05-07T00:00,,,,,36.58,0.28,0.28,0.34,0.34,0.28,-0.04,1009208108,2,nan
1996-06-11T00:00:00.000Z,31.667,-64.168,1,1996-06-11T00:00,,,,,36.505,4.87,5.34,5.22,0.26,0.23,4.88,1009308101,2,nan
1996-06-11T00:00:00.000Z,31.667,-64.168,20,1996-06-11T00:00,,,,,36.536,4.25,5.14,5,0.32,0.22,4.48,1009308102,2,nan
1996-06-11T00:00:00.000Z,31.667,-64.168,40,1996-06-11T00:00,,,,,36.556,4.79,4.36,4.59,0.36,0.26,4.22,1009308103,2,nan
1996-06-11T00:00:00.000Z,31.667,-64.168,60,1996-06-11T00:00,,,,,36.739,4.47,4.18,4.05,0.53,0.19,3.7,1009308104,2,nan
1996-06-11T00:00:00.000Z,31.667,-64.168,80,1996-06-11T00:00,,,,,36.686,3.87,3.68,3.36,0.39,0.29,3.25,1009308105,2,nan
1996-06-11T00:00:00.000Z,31.667,-64.168,100,1996-06-11T00:00,,,,,36.651,3.3,2.75,3.27,0.35,0.18,2.76,1009308106,2,nan
1996-06-11T00:00:00.000Z,31.667,-64.168,120,1996-06-11T00:00,,,,,36.629,1,1.02,1,0.29,0.27,0.72,1009308107,2,nan
1996-06-11T00:00:00.000Z,31.667,-64.168,140,1996-06-11T00:00,,,,,36.607,0.37,0.35,0.44,0.26,0.4,0.13,1009308108,2,nan
1996-07-04T00:00:00.000Z,31.667,-64.166,1,1996-07-04T00:00,,,,,,10.03,11.13,12.62,0.52,0.47,10.74,2009308101,2,nan
1996-07-04T00:00:00.000Z,31.667,-64.166,10,1996-07-04T00:00,,,,,,9.87,8.29,10.93,0.48,0.22,9.21,2009308102,2,nan
1996-07-04T00:00:00.000Z,31.667,-64.166,20,1996-07-04T00:00,,,,,,12.04,12,11.37,0.47,0.21,11.33,2009308103,2,nan
1996-07-04T00:00:00.000Z,31.667,-64.166,30,1996-07-04T00:00,,,,,,11.01,7.51,7.78,0.69,0.22,8.08,2009308104,2,nan
1996-07-04T00:00:00.000Z,31.667,-64.166,40,1996-07-04T00:00,,,,,,8.76,7.9,9.86,0.77,0.28,8.07,2009308105,2,nan
1996-07-04T00:00:00.000Z,31.667,-64.166,60,1996-07-04T00:00,,,,,,8.62,8.72,7.8,0.64,0.22,7.75,2009308106,2,nan
1996-07-04T00:00:00.000Z,31.667,-64.166,80,1996-07-04T00:00,,,,,,5.42,5.1,4.83,0.44,0.21,4.68,2009308107,2,nan
1996-07-04T00:00:00.000Z,31.667,-64.166,100,1996-07-04T00:00,,,,,,2.84,2.18,2.46,0.42,0.21,2.07,2009308108,2,nan
1996-07-04T00:00:00.000Z,31.667,-64.166,120,1996-07-04T00:00,,,,,,1.33,1.16,1,0.43,0.18,0.73,2009308109,2,nan
1996-07-04T00:00:00.000Z,31.667,-64.166,140,1996-07-04T00:00,,,,,,0.73,0.72,0.63,0.42,0.16,0.28,2009308110,2,nan
1996-07-05T00:00:00.000Z,31.663,-64.165,1,1996-07-05T00:00,,,,,,5.67,6.66,5.97,0.46,0.38,5.64,2009308201,2,nan
1996-07-05T00:00:00.000Z,31.663,-64.165,10,1996-07-05T00:00,,,,,,6.17,6.57,6,0.4,0.33,5.85,2009308202,2,nan
1996-07-05T00:00:00.000Z,31.663,-64.165,20,1996-07-05T00:00,,,,,,5.72,6.09,6.68,0.36,0.3,5.8,2009308203,2,nan
1996-07-05T00:00:00.000Z,31.663,-64.165,30,1996-07-05T00:00,,,,,,4.09,4.98,5.41,0.37,0.3,4.45,2009308204,2,nan
1996-07-05T00:00:00.000Z,31.663,-64.165,40,1996-07-05T00:00,,,,,,1.92,1.78,1.57,0.35,0.33,1.4,2009308205,2,nan
1996-07-05T00:00:00.000Z,31.663,-64.165,60,1996-07-05T00:00,,,,,,5.13,6.67,5.65,0.5,0.29,5.31,2009308206,2,nan
1996-07-05T00:00:00.000Z,31.663,-64.165,80,1996-07-05T00:00,,,,,,3.88,3.6,3.5,0.4,0.32,3.26,2009308207,2,nan
1996-07-05T00:00:00.000Z,31.663,-64.165,100,1996-07-05T00:00,,,,,,2.64,2.83,2.54,0.33,0.29,2.35,2009308208,2,nan
1996-07-05T00:00:00.000Z,31.663,-64.165,120,1996-07-05T00:00,,,,,,0.83,0.72,0.76,0.35,0.29,0.42,2009308209,2,nan
1996-07-05T00:00:00.000Z,31.663,-64.165,140,1996-07-05T00:00,,,,,,0.44,0.41,0.44,0.29,0.29,0.14,2009308210,2,nan
1996-07-09T00:00:00.000Z,31.663,-64.167,1,1996-07-09T00:00,,,,,36.435,8.38,10.19,13.36,0.47,0.55,10.17,1009408101,2,nan
1996-07-09T00:00:00.000Z,31.663,-64.167,21,1996-07-09T00:00,,,,,36.435,9.59,8.88,8.89,0.61,0.29,8.51,1009408102,2,nan
1996-07-09T00:00:00.000Z,31.663,-64.167,40,1996-07-09T00:00,,,,,36.482,7.48,7.02,7.26,0.74,0.32,6.51,1009408103,2,nan
1996-07-09T00:00:00.000Z,31.663,-64.167,60,1996-07-09T00:00,,,,,36.606,7.19,6.71,6.92,0.65,0.27,6.29,1009408104,2,nan
1996-07-09T00:00:00.000Z,31.663,-64.167,80,1996-07-09T00:00,,,,,36.549,3.43,3.33,3.01,0.52,0.32,2.74,1009408105,2,nan
1996-07-09T00:00:00.000Z,31.663,-64.167,100,1996-07-09T00:00,,,,,36.639,3.26,2.71,2.97,0.47,0.3,2.51,1009408106,2,nan
1996-07-09T00:00:00.000Z,31.663,-64.167,120,1996-07-09T00:00,,,,,36.638,0.58,0.48,0.48,0.49,0.33,0.03,1009408107,2,nan
1996-07-09T00:00:00.000Z,31.663,-64.167,140,1996-07-09T00:00,,,,,36.629,0.41,0.4,0.37,0.62,0.35,-0.22,1009408108,2,nan
1996-08-06T00:00:00.000Z,31.67,-64.166,1,1996-08-06T00:00,,,,,36.52,4.74,8.41,6.38,0.45,0.81,6.06,1009508301,2,nan
1996-08-06T00:00:00.000Z,31.67,-64.166,20,1996-08-06T00:00,,,,,36.512,4.64,4.99,4.17,0.44,0.52,4.16,1009508302,2,nan
1996-08-06T00:00:00.000Z,31.67,-64.166,40,1996-08-06T00:00,,,,,36.61,6.34,6.11,6.58,0.49,0.57,5.85,1009508303,2,nan
1996-08-06T00:00:00.000Z,31.67,-64.166,60,1996-08-06T00:00,,,,,36.693,4.91,5.04,4.38,0.38,0.35,4.4,1009508304,2,nan
1996-08-06T00:00:00.000Z,31.67,-64.166,80,1996-08-06T00:00,,,,,36.697,3.27,3.31,3.21,0.49,0.41,2.77,1009508305,2,nan
1996-08-06T00:00:00.000Z,31.67,-64.166,100,1996-08-06T00:00,,,,,36.669,3.03,3.18,3.1,0.69,0.36,2.41,1009508306,2,nan
1996-08-06T00:00:00.000Z,31.67,-64.166,120,1996-08-06T00:00,,,,,36.636,1.48,1.31,1.34,0.41,0.33,0.97,1009508307,2,nan
1996-08-06T00:00:00.000Z,31.67,-64.166,140,1996-08-06T00:00,,,,,36.61,0.38,0.6,0.51,0.37,0.44,0.13,1009508308,2,nan
1996-09-03T00:00:00.000Z,31.67,-64.168,1,1996-09-03T00:00,,,,,36.487,3.99,4.96,4.31,0.4,0.39,4.02,1009608101,2,nan
1996-09-03T00:00:00.000Z,31.67,-64.168,20,1996-09-03T00:00,,,,,36.51,4.77,5.24,5.46,0.34,0.49,4.82,1009608102,2,nan
1996-09-03T00:00:00.000Z,31.67,-64.168,40,1996-09-03T00:00,,,,,36.569,6.99,6.32,6.23,0.46,0.42,6.05,1009608103,2,nan
1996-09-03T00:00:00.000Z,31.67,-64.168,60,1996-09-03T00:00,,,,,36.641,5.12,5.09,4.81,0.43,0.32,4.58,1009608104,2,nan
1996-09-03T00:00:00.000Z,31.67,-64.168,80,1996-09-03T00:00,,,,,36.676,2.92,3.17,3.2,0.34,0.27,2.76,1009608105,2,nan
1996-09-03T00:00:00.000Z,31.67,-64.168,100,1996-09-03T00:00,,,,,36.647,1.92,1.46,1.96,0.38,0.27,1.4,1009608106,2,nan
1996-09-03T00:00:00.000Z,31.67,-64.168,120,1996-09-03T00:00,,,,,36.625,0.97,1.16,1.17,0.31,0.3,0.79,1009608107,2,nan
1996-09-03T00:00:00.000Z,31.67,-64.168,140,1996-09-03T00:00,,,,,36.609,0.55,0.65,0.57,0.34,0.45,0.25,1009608108,2,nan
1996-10-09T00:00:00.000Z,31.668,-64.167,1,1996-10-09T00:00,,,,,36.61,4.93,5.43,5.29,0.4,0.37,4.81,1009708101,2,nan
1996-10-09T00:00:00.000Z,31.668,-64.167,21,1996-10-09T00:00,,,,,36.758,5.25,5.37,5.54,0.4,0.27,4.99,1009708102,2,nan
1996-10-09T00:00:00.000Z,31.668,-64.167,40,1996-10-09T00:00,,,,,36.779,5.33,5.49,5.39,0.14,0.26,5.27,1009708103,2,nan
1996-10-09T00:00:00.000Z,31.668,-64.167,60,1996-10-09T00:00,,,,,36.646,5.74,5.69,5.59,0.44,0.28,5.23,1009708104,2,nan
1996-10-09T00:00:00.000Z,31.668,-64.167,80,1996-10-09T00:00,,,,,36.638,3.72,3.78,3.58,0.42,0.29,3.27,1009708105,2,nan
1996-10-09T00:00:00.000Z,31.668,-64.167,100,1996-10-09T00:00,,,,,36.646,1.87,1.84,1.75,0.39,0.32,1.43,1009708106,2,nan
1996-10-09T00:00:00.000Z,31.668,-64.167,120,1996-10-09T00:00,,,,,36.627,0.73,0.66,0.76,0.29,0.29,0.43,1009708107,2,nan
1996-10-09T00:00:00.000Z,31.668,-64.167,140,1996-10-09T00:00,,,,,36.619,0.73,0.56,0.61,0.35,0.37,0.28,1009708108,2,nan
1996-11-06T00:00:00.000Z,31.667,-64.169,1,1996-11-06T00:00,,,,,36.664,4.61,4.9,5.12,0.34,0.24,4.54,1009808101,2,nan
1996-11-06T00:00:00.000Z,31.667,-64.169,21,1996-11-06T00:00,,,,,36.666,4.39,4.6,4.7,0.32,0.24,4.24,1009808102,2,nan
1996-11-06T00:00:00.000Z,31.667,-64.169,40,1996-11-06T00:00,,,,,36.669,4.3,3.83,4.26,0.42,0.28,3.71,1009808103,2,nan
1996-11-06T00:00:00.000Z,31.667,-64.169,60,1996-11-06T00:00,,,,,36.659,3.1,2.83,3.06,0.47,0.29,2.53,1009808104,2,nan
1996-11-06T00:00:00.000Z,31.667,-64.169,80,1996-11-06T00:00,,,,,36.62,2.3,2.16,2.33,0.37,0.25,1.89,1009808105,2,nan
1996-11-06T00:00:00.000Z,31.667,-64.169,100,1996-11-06T00:00,,,,,36.619,0.98,1.14,1.03,0.38,0.2,0.67,1009808106,2,nan
1996-11-06T00:00:00.000Z,31.667,-64.169,120,1996-11-06T00:00,,,,,36.598,0.73,0.74,0.74,0.32,0.21,0.42,1009808107,2,nan
1996-11-06T00:00:00.000Z,31.667,-64.169,140,1996-11-06T00:00,,,,,36.598,0.42,0.49,0.49,0.36,0.24,0.11,1009808108,2,nan
1996-12-12T00:00:00.000Z,31.655,-64.164,1,1996-12-12T00:00,,,,,36.629,15.81,16.52,17.48,0.37,0.28,16.23,1009908101,2,nan
1996-12-12T00:00:00.000Z,31.655,-64.164,20,1996-12-12T00:00,,,,,36.631,13.62,13.52,13.26,0.39,0.23,13.08,1009908102,2,nan
1996-12-12T00:00:00.000Z,31.655,-64.164,40,1996-12-12T00:00,,,,,36.629,6.36,6.7,6.01,0.37,0.21,5.99,1009908103,2,nan
1996-12-12T00:00:00.000Z,31.655,-64.164,60,1996-12-12T00:00,,,,,36.629,2.28,2.41,2.4,0.37,0.22,2,1009908104,2,nan
1996-12-12T00:00:00.000Z,31.655,-64.164,80,1996-12-12T00:00,,,,,36.63,0.84,0.93,0.84,0.43,0.26,0.44,1009908105,2,nan
1996-12-12T00:00:00.000Z,31.655,-64.164,100,1996-12-12T00:00,,,,,36.63,0.48,0.45,0.53,0.39,0.24,0.11,1009908106,2,nan
1996-12-12T00:00:00.000Z,31.655,-64.164,120,1996-12-12T00:00,,,,,36.629,0.28,0.31,0.34,0.38,0.25,-0.07,1009908107,2,nan
1996-12-12T00:00:00.000Z,31.655,-64.164,140,1996-12-12T00:00,,,,,36.631,0.29,0.36,0.35,0.38,0.32,-0.05,1009908108,2,nan
1997-01-14T00:00:00.000Z,31.668,-64.167,1,1997-01-14T00:00,,,,,36.743,6.5,8.21,8.23,0.37,0.31,7.28,1010008101,2,nan
1997-01-14T00:00:00.000Z,31.668,-64.167,20,1997-01-14T00:00,,,,,36.743,5.63,5.55,5.72,0.38,0.23,5.25,1010008102,2,nan
1997-01-14T00:00:00.000Z,31.668,-64.167,40,1997-01-14T00:00,,,,,36.743,2.75,2.8,2.58,0.45,0.25,2.26,1010008103,2,nan
1997-01-14T00:00:00.000Z,31.668,-64.167,60,1997-01-14T00:00,,,,,36.742,1.25,1.24,1.32,0.36,0.21,0.91,1010008104,2,nan
1997-01-14T00:00:00.000Z,31.668,-64.167,80,1997-01-14T00:00,,,,,36.738,0.49,0.59,0.62,0.36,0.23,0.2,1010008105,2,nan
1997-01-14T00:00:00.000Z,31.668,-64.167,100,1997-01-14T00:00,,,,,36.739,0.33,0.39,0.37,0.33,0.24,0.03,1010008106,2,nan
1997-01-14T00:00:00.000Z,31.668,-64.167,120,1997-01-14T00:00,,,,,36.743,0.29,0.31,0.32,0.34,0.24,-0.03,1010008107,2,nan
1997-01-14T00:00:00.000Z,31.668,-64.167,140,1997-01-14T00:00,,,,,36.755,0.27,0.28,0.31,0.37,0.33,-0.08,1010008108,2,nan
1997-01-28T00:00:00.000Z,31.667,-64.17,1,1997-01-28T00:00,,,,,36.817,12.14,12.52,12.74,0.3,0.32,12.16,2010008101,2,nan
1997-01-28T00:00:00.000Z,31.667,-64.17,20,1997-01-28T00:00,,,,,36.817,13.21,13.85,12.79,0.39,0.23,12.9,2010008102,2,nan
1997-01-28T00:00:00.000Z,31.667,-64.17,40,1997-01-28T00:00,,,,,36.816,9.08,8.9,8.98,0.33,0.27,8.66,2010008103,2,nan
1997-01-28T00:00:00.000Z,31.667,-64.17,60,1997-01-28T00:00,,,,,36.816,3.5,3.35,3.61,0.36,0.21,3.12,2010008104,2,nan
1997-01-28T00:00:00.000Z,31.667,-64.17,80,1997-01-28T00:00,,,,,36.815,1.21,1.23,1.29,0.29,0.21,0.96,2010008105,2,nan
1997-01-28T00:00:00.000Z,31.667,-64.17,100,1997-01-28T00:00,,,,,36.816,0.61,0.5,0.49,0.3,0.24,0.24,2010008106,2,nan
1997-01-28T00:00:00.000Z,31.667,-64.17,120,1997-01-28T00:00,,,,,36.749,0.3,0.35,0.33,0.36,0.25,-0.03,2010008107,2,nan
1997-01-28T00:00:00.000Z,31.667,-64.17,140,1997-01-28T00:00,,,,,36.647,0.26,0.32,0.4,0.41,0.22,-0.08,2010008108,2,nan
1997-02-07T00:00:00.000Z,31.668,-64.167,1,1997-02-07T00:00,,,,,36.793,5.21,5.43,5.2,0.52,0.4,4.76,1010108101,2,nan
1997-02-07T00:00:00.000Z,31.668,-64.167,20,1997-02-07T00:00,,,,,36.792,4.49,4.57,4.3,0.53,0.73,3.92,1010108102,2,nan
1997-02-07T00:00:00.000Z,31.668,-64.167,40,1997-02-07T00:00,,,,,36.791,3.88,3.97,2.13,0.5,1.05,2.82,1010108103,2,nan
1997-02-07T00:00:00.000Z,31.668,-64.167,60,1997-02-07T00:00,,,,,36.793,3.74,3.6,3.56,0.39,0.85,3.24,1010108104,2,nan
1997-02-07T00:00:00.000Z,31.668,-64.167,80,1997-02-07T00:00,,,,,36.769,2.23,2.44,2.44,0.33,0.34,2.05,1010108105,2,nan
1997-02-07T00:00:00.000Z,31.668,-64.167,100,1997-02-07T00:00,,,,,36.761,0.86,0.82,0.83,0.34,0.63,0.5,1010108106,2,nan
1997-02-07T00:00:00.000Z,31.668,-64.167,120,1997-02-07T00:00,,,,,36.73,0.56,0.51,0.5,0.29,0.67,0.23,1010108107,2,nan
1997-02-07T00:00:00.000Z,31.668,-64.167,140,1997-02-07T00:00,,,,,36.712,0.46,0.42,0.37,0.31,0.73,0.11,1010108108,2,nan
1997-02-21T00:00:00.000Z,31.661,-64.18,1,1997-02-21T00:00,,,,,36.825,5.47,7.03,6.27,0.57,0.38,5.69,2010108101,2,nan
1997-02-21T00:00:00.000Z,31.661,-64.18,20,1997-02-21T00:00,,,,,36.776,6.15,6.77,7.62,0.53,0.41,6.32,2010108102,2,nan
1997-02-21T00:00:00.000Z,31.661,-64.18,40,1997-02-21T00:00,,,,,36.778,8.4,8.06,8,0.49,0.42,7.66,2010108103,2,nan
1997-02-21T00:00:00.000Z,31.661,-64.18,60,1997-02-21T00:00,,,,,36.766,8.78,,10.35,0.49,0.46,9.07,2010108104,2,nan
1997-02-21T00:00:00.000Z,31.661,-64.18,80,1997-02-21T00:00,,,,,36.757,7.07,6.8,6.79,0.47,0.41,6.42,2010108105,2,nan
1997-02-21T00:00:00.000Z,31.661,-64.18,100,1997-02-21T00:00,,,,,36.752,2.1,2.26,2.28,0.45,0.36,1.76,2010108106,2,nan
1997-02-21T00:00:00.000Z,31.661,-64.18,120,1997-02-21T00:00,,,,,36.72,0.8,0.65,0.69,0.48,0.4,0.23,2010108107,2,nan
1997-02-21T00:00:00.000Z,31.661,-64.18,140,1997-02-21T00:00,,,,,36.652,0.53,0.51,0.53,0.37,0.4,0.15,2010108108,2,nan
1997-03-05T00:00:00.000Z,31.668,-64.167,1,1997-03-05T00:00,,,,,36.865,2.44,2.54,2.6,0.33,0.32,2.2,1010208201,2,nan
1997-03-05T00:00:00.000Z,31.668,-64.167,20,1997-03-05T00:00,,,,,36.863,,2.63,2.48,0.3,0.27,2.26,1010208202,2,nan
1997-03-05T00:00:00.000Z,31.668,-64.167,40,1997-03-05T00:00,,,,,36.778,3.16,3.21,3.21,0.29,0.27,2.9,1010208203,2,nan
1997-03-05T00:00:00.000Z,31.668,-64.167,60,1997-03-05T00:00,,,,,36.778,2.82,2.9,3.1,0.31,0.24,2.63,1010208204,2,nan
1997-03-05T00:00:00.000Z,31.668,-64.167,80,1997-03-05T00:00,,,,,36.779,2.27,1.92,1.97,0.3,0.26,1.75,1010208205,2,nan
1997-03-05T00:00:00.000Z,31.668,-64.167,100,1997-03-05T00:00,,,,,36.776,1.6,1.55,1.56,0.3,0.21,1.27,1010208206,2,nan
1997-03-05T00:00:00.000Z,31.668,-64.167,120,1997-03-05T00:00,,,,,36.712,0.85,0.87,0.88,0.31,0.24,0.56,1010208207,2,nan
1997-03-05T00:00:00.000Z,31.668,-64.167,140,1997-03-05T00:00,,,,,36.638,0.4,0.39,0.38,0.23,0.24,0.16,1010208208,2,nan
1997-03-19T00:00:00.000Z,31.667,-64.167,1,1997-03-19T00:00,,,,,36.861,4.1,4.03,4.06,0.34,0.27,3.73,2010208101,2,nan
1997-03-19T00:00:00.000Z,31.667,-64.167,20,1997-03-19T00:00,,,,,36.861,5.09,5.47,4.95,0.38,0.22,4.79,2010208102,2,nan
1997-03-19T00:00:00.000Z,31.667,-64.167,40,1997-03-19T00:00,,,,,36.86,4.58,4.66,4.14,0.42,0.22,4.04,2010208103,2,nan
1997-03-19T00:00:00.000Z,31.667,-64.167,60,1997-03-19T00:00,,,,,36.857,3.69,3.75,2.98,0.34,0.21,3.14,2010208104,2,nan
1997-03-19T00:00:00.000Z,31.667,-64.167,80,1997-03-19T00:00,,,,,36.778,4.29,4.29,4.19,0.37,0.23,3.88,2010208105,2,nan
1997-03-19T00:00:00.000Z,31.667,-64.167,100,1997-03-19T00:00,,,,,36.704,2.64,2.24,2.29,0.32,0.24,2.07,2010208106,2,nan
1997-03-19T00:00:00.000Z,31.667,-64.167,120,1997-03-19T00:00,,,,,36.67,0.57,0.61,0.5,0.29,0.26,0.27,2010208107,2,nan
1997-03-19T00:00:00.000Z,31.667,-64.167,140,1997-03-19T00:00,,,,,36.653,0.39,0.33,0.35,0.31,0.26,0.05,2010208108,2,nan
1997-04-09T00:00:00.000Z,31.669,-64.153,1,1997-04-09T00:00,,,,,36.716,8.33,9.35,9.33,0.44,0.45,8.57,1010308101,2,nan
1997-04-09T00:00:00.000Z,31.669,-64.153,20,1997-04-09T00:00,,,,,36.906,9.1,8.54,8.28,0.47,0.46,8.17,1010308102,2,nan
1997-04-09T00:00:00.000Z,31.669,-64.153,40,1997-04-09T00:00,,,,,36.903,7.55,7.28,8.22,0.56,0.4,7.12,1010308103,2,nan
1997-04-09T00:00:00.000Z,31.669,-64.153,60,1997-04-09T00:00,,,,,36.899,4.95,5.2,4.87,0.44,0.35,4.56,1010308104,2,nan
1997-04-09T00:00:00.000Z,31.669,-64.153,80,1997-04-09T00:00,,,,,36.895,3.13,2.93,2.99,0.49,0.33,2.53,1010308105,2,nan
1997-04-09T00:00:00.000Z,31.669,-64.153,100,1997-04-09T00:00,,,,,36.892,1.17,1.25,1.34,0.38,0.35,0.87,1010308106,2,nan
1997-04-09T00:00:00.000Z,31.669,-64.153,120,1997-04-09T00:00,,,,,36.882,0.65,0.65,0.56,0.37,0.32,0.24,1010308107,2,nan
1997-04-09T00:00:00.000Z,31.669,-64.153,140,1997-04-09T00:00,,,,,36.878,0.38,0.44,0.43,0.36,0.28,0.06,1010308108,2,nan
1997-05-06T00:00:00.000Z,31.667,-64.167,1,1997-05-06T00:00,,,,,36.844,2.64,3.3,3.27,0.45,0.36,2.62,1010408101,2,nan
1997-05-06T00:00:00.000Z,31.667,-64.167,20,1997-05-06T00:00,,,,,36.846,4.85,5.46,5.8,0.45,0.31,4.93,1010408102,2,nan
1997-05-06T00:00:00.000Z,31.667,-64.167,40,1997-05-06T00:00,,,,,36.878,5.56,6.53,5.95,0.41,0.28,5.61,1010408103,2,nan
1997-05-06T00:00:00.000Z,31.667,-64.167,60,1997-05-06T00:00,,,,,36.87,4.89,4.03,4.17,0.43,0.4,3.93,1010408104,2,nan
1997-05-06T00:00:00.000Z,31.667,-64.167,80,1997-05-06T00:00,,,,,36.884,3.02,3.18,3.15,0.38,0.32,2.74,1010408105,2,nan
1997-05-06T00:00:00.000Z,31.667,-64.167,100,1997-05-06T00:00,,,,,36.881,2.25,2.32,2.41,0.35,0.26,1.98,1010408106,2,nan
