"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.0100161182683383,0.00639992807984688,0.0329429720349392,0.0464779724150298,0.00593210847053797,0.00368960478145539,0.0160103611128861,0.0255046992821247,0.0361269722353422,0.0156790286989351,0.00320906741107044,0.00921252623753297,0.0230427452672289,0.00732807683685972,0.0514711915402932,0.026521133007012,0.0202205847819266,0.0194280629986623,0.0557454728797719,0.0484207851795693,0.14866483818139,0.035060045209846,0.0283001875787504,0.0359456820439165,0.0719928374846111,0.135333179286417,0.109831853647927,0.142665670409334,0.170625666450177,0.19001025351039,0.170483694068997,0.182779883769034,0.213490516420552,0.185632557458304,0.184152713902677,0.186864998821156,0.179645821531767,0.176720024146379,0.199982188617237,0.185311464493429,0.185277329606519,0.183070419389828,0.18559888446679,0.194527095881885,0.179744906561378,0.175566455565901,0.176509535193195,0.188536319252052,0.178347534997863,0.177023826490918,0.193900234997958,0.191956119461871,0.173474714192739,0.165737278070189,0.182316136817874,0.189503999362256,0.180484565232168,0.165208314935075,0.177921448735853,0.162739165310469,0.182008641484285,0.187287431817016,0.187521486491449,0.169681505467709,0.165539685996006,0.173443804337307,0.182165390884973,0.173841985117358,0.180179215927388,0.164958110193193,0.167717306830639,0.189912856617356,0.17950124679518,0.175663284127982,0.15904440868302,0.170679817126409,0.174802927528111,0.182306750893678,0.189916472486768,0.162720829227669,0.185039300475185,0.191795744332218,0.172631624107017,0.174158441432701,0.172000426601453,0.178405930048031,0.180687274738696,0.164668475661256,0.186583279738265,0.150256295035922,0.181763700760368,0.203446763213237,0.160368087820218,0.174191422216417,0.173161592418084,0.174718843868904,0.180072909615668,0.177469058511587,0.183594620745986,0.169020756543234
0.00981052353040518,0.00649215248145727,0.0329433189228248,0.0464781848987951,0.0059321333663435,0.00409371859861747,0.0153004403633182,0.0207217456428877,0.0266841995123984,0.0186161460695685,0.00320903766900136,0.00921283261644094,0.0230426025309997,0.00820966675394276,0.0480290768025639,0.027109967092795,0.0222643877849288,0.0194263555509872,0.0522368605254398,0.0515175702947202,0.126594360645933,0.0465905471847186,0.0209389928464047,0.037760635203129,0.0665908259877197,0.167007287971608,0.0973522261827598,0.151046566103226,0.168407877785226,0.189849974169819,0.177016583506053,0.17724400039342,0.211439429486625,0.189147656683025,0.183112827421103,0.180200639423964,0.191323849546282,0.174914329526435,0.190619461993123,0.190229425788977,0.183951917488018,0.174602991918198,0.17991360329086,0.185449157076375,0.175448293578,0.187073365591065,0.189767900132889,0.197740533078304,0.18550169978216,0.175422639471987,0.166942232750203,0.185535594980106,0.170913560347943,0.186996474281681,0.159025508020825,0.176386708513937,0.17942412974516,0.198408618061384,0.177149142512618,0.173800680047538,0.179020452040808,0.203552988017445,0.1937868938995,0.179432018429326,0.168580432356255,0.167717373953983,0.185346197368112,0.188078693193755,0.175764332715867,0.184883640109102,0.17122722646607,0.17611568605347,0.17220883099321,0.174019021643905,0.174430912384533,0.174346873864111,0.168377089163638,0.178813812151515,0.169898214572249,0.178523646085863,0.178646492586138,0.194329100503051,0.182177343925231,0.164078017072127,0.164264952499783,0.166648988838393,0.168369786437106,0.188310949274591,0.189069767312014,0.170561772297152,0.167756649292783,0.176429499244827,0.169449017126008,0.175290876793699,0.167227491560943,0.174832861174369,0.187399493395293,0.187332182909602,0.175618804674917,0.175979697666392
0.0100093936038518,0.00609497651184124,0.0332126179858998,0.0499624517596061,0.00157165575472378,0.00325394984970617,0.019148709621207,0.00225368585881496,0.0375573790156419,0.019045823784883,0.00439776375183436,0.00410362440699435,0.0471509577858389,0.016091510845833,0.0548963615961495,0.0225658438669927,0.0149532757652176,0.0205024166596206,0.0576719636923842,0.0511605229450609,0.139523071468857,0.0236353871866795,0.0379216910521074,0.0279632684080793,0.0664954452411753,0.153088081130136,0.132525864993605,0.167248078361342,0.160159315792983,0.195905209798227,0.143779052684783,0.190345941558888,0.211442577414664,0.183499611004061,0.197218156359992,0.183160026399726,0.183780038878725,0.183763606869197,0.18929526990116,0.176075761910196,0.180204299707047,0.168556509445618,0.168530866410687,0.185699048125025,0.169023414600156,0.1714972924802,0.179803185222326,0.168053412609856,0.181520999085426,0.18373206557323,0.198457625967494,0.166857541167137,0.18799546522116,0.180263641399593,0.186225138609266,0.183874839812486,0.183760551208942,0.181927557441907,0.173422853137783,0.18156562175476,0.190196245602861,0.184278777891963,0.188314371537735,0.175515457809936,0.197459763602815,0.188889539021246,0.198554534179648,0.174637739302599,0.162988778181919,0.172689547967968,0.17104875452299,0.194456980879365,0.176177229401939,0.179626235739506,0.199138512405567,0.168956735855623,0.160240999177851,0.136306838300379,0.171974135492539,0.177883922471599,0.170503213304448,0.18412795487284,0.181346825535983,0.189535684332784,0.161817491564227,0.181629667539825,0.178271163372511,0.170230540991332,0.176238370330116,0.196150939712513,0.168344074725179,0.18391898970781,0.177436870206925,0.171868459013976,0.176439261133462,0.166576165192242,0.16449317291392,0.172121073538701,0.179376625063112,0.171060820551454
0.00889859127159283,0.00822588270096182,0.0204919024692464,0.0429723926558109,0.00450400585733506,0.00364960545379726,0.0196064203518376,0.00744214706609154,0.0402084291157605,0.00658693999590935,0.0019386190862388,0.0114926034811865,0.0533745363034884,0.0163116376894917,0.039745984780332,0.0296138557950954,0.0138680117341527,0.0231575853571455,0.0559279902027136,0.0479289069437283,0.126115453651326,0.0451965633303926,0.0177686113372737,0.0285766408951338,0.0431937670326063,0.199727231194691,0.125454275161266,0.175667824696384,0.138074047983488,0.192304042361142,0.161741143160684,0.186376612983474,0.206849329075368,0.195757860696304,0.167829935720614,0.200038609303097,0.182340128048142,0.181943543767715,0.1903390463793,0.180120345028716,0.169947292046547,0.178897399033919,0.191922068102985,0.181184774289612,0.188980137115539,0.185165014682514,0.174137607798808,0.179724662182803,0.171679613247404,0.185406982498782,0.185523746337302,0.167023994372745,0.177306409135468,0.180742918245112,0.177840669651291,0.18446490405227,0.181160123002784,0.188663033269414,0.179219388484464,0.18665537160963,0.178162583269966,0.180513223329641,0.187457042912341,0.168930910906382,0.177348211018031,0.186937412003786,0.172896489452327,0.183521146543783,0.183647212958378,0.182472938702753,0.18177527175949,0.181104864439663,0.177120809096622,0.179703024991055,0.18618559822239,0.16694260020545,0.174518136964407,0.16857854326258,0.169979346320398,0.180621803527938,0.164265708281649,0.17821797805887,0.148023401734665,0.15970013259306,0.182539241223914,0.186347779372835,0.185204361157194,0.173638614370819,0.179862540367661,0.176163943353811,0.167826497544123,0.168726152756495,0.158117216170515,0.17258976578905,0.160329664629869,0.177753441013355,0.204971940801003,0.174129596590747,0.178844754577672,0.166133605593014
0.00904699639543646,0.00726400135773605,0.0124076534773178,0.0479159551689453,0.0106680325286982,0.00111335802386198,0.0267724875251821,0.00229183600231062,0.024477546627982,0.0133629502912679,0.00496465073419558,0.00946388817187615,0.032415331354569,0.021188726806972,0.0476799603240849,0.0313746925402229,0.012000303530184,0.0203047606334977,0.0460056049446657,0.103784782809274,0.0571904535840248,0.041353511792944,0.0166543356739872,0.0263584820894945,0.12757225047297,0.112903723466602,0.144139423898026,0.105786424210026,0.169304892068721,0.206652555349947,0.161279832058416,0.182056107519748,0.197663531096666,0.18729949841361,0.180036130677331,0.181026698395992,0.182988330776336,0.187509907869915,0.171248475472176,0.192225445050405,0.185011088843389,0.182719562386797,0.183387276323983,0.18126542290104,0.179630753150973,0.179810911150204,0.170911053907011,0.189168653272463,0.156214778089893,0.176760382053339,0.172511919078721,0.184297695490272,0.18310033628717,0.174185287158063,0.1831585993123,0.173810919847317,0.174503502116642,0.182691682312236,0.16378601999174,0.166921279608473,0.180287172628452,0.16117377362526,0.190064904138187,0.163646130843787,0.186201447294044,0.175431209497552,0.170085650055656,0.172547708881921,0.188795474306178,0.166271497477091,0.180520647842817,0.175271673123785,0.173212159819269,0.162104440953415,0.172708727956426,0.190245748740039,0.180631275081781,0.178142884709555,0.183708699044597,0.17478032901286,0.190310727503552,0.194639273080177,0.17338891076011,0.172392489010805,0.173115554368307,0.174052805868396,0.182523089798412,0.181974805254445,0.161947529880045,0.18534063007805,0.164963029254374,0.162795754731801,0.181297271343905,0.192821840124392,0.182707353537955,0.187476195222442,0.172403595669714,0.180584199356974,0.179448223570977,0.176458231196455
0.00880256034701949,0.00838413658902589,0.0142453547039963,0.0325743025974851,0.00746111049668515,0.0110869381195413,0.0121708811265295,0,0.0312124394026177,0.0108707196828995,0.00582669414999504,0.00944286234158356,0.0524032044444342,0.00266649665108703,0.0460445627858087,0.0226272659898488,0.0155373791247131,0.0228575986520988,0.0429940441954424,0.0563539516281929,0.145648363473542,0.0403492164770788,0.0201478667022065,0.0300632986001245,0.11950813279283,0.129251078793574,0.0667191464945617,0.170119079518134,0.14889730274551,0.205382155107134,0.164508351058401,0.198967558755014,0.185085714245234,0.179238491313206,0.179618287282303,0.155442047631779,0.192385791562467,0.187566814886788,0.180492086576244,0.187020801091537,0.190268480026183,0.170891475791997,0.185899961581024,0.157226631641708,0.182769798059256,0.192411691934117,0.18607834179352,0.184714174132827,0.179470898197292,0.163459330097483,0.186764915555991,0.176052266340689,0.170485575183458,0.170699792390164,0.197805087895903,0.187880951096668,0.190524682907087,0.164553428654318,0.187131599557438,0.18075027797217,0.181541662872977,0.174123371838359,0.188536326716185,0.165922863240265,0.170839781369658,0.184944322728916,0.164485018964183,0.179464818456609,0.18162176838859,0.183070012395651,0.169059050118586,0.184144736005211,0.190322092607074,0.16895924840096,0.191594636418646,0.15789958069015,0.175939572591444,0.167778009501818,0.176800002499661,0.175860276396968,0.168688213230828,0.195342251030693,0.182812789301433,0.177866960537406,0.175741655784655,0.178321708233282,0.165266533145275,0.17112627257632,0.17722427423351,0.180164295395356,0.180117003368883,0.176650701741585,0.15246725253086,0.17943030225812,0.188392417105633,0.176348756595594,0.167871128246486,0.169109333769921,0.168971281382334,0.176153680436507
0.00791717523000752,0.00862533306779178,0.0353244503173649,0.0184415097829222,0.00654717829713733,0.0109105572780777,0.0122645927208357,0.013194498044285,0.0171330971424266,0.01272074500412,0.00509343538395758,0.0098628244991505,0.0349594888629247,0.0068662860606028,0.05262587269517,0.020002080543447,0.0175083032977053,0.0203712260038425,0.0424225655423524,0.0565436009177153,0.12361995980146,0.00773239269830297,0.0330551687716698,0.0931654806336502,0.0475763544821618,0.127823481511208,0.0875119577763666,0.17427638892292,0.171742622021528,0.167581598307118,0.155105348936167,0.191444687818927,0.192490410184755,0.181289101627011,0.166148866295589,0.180683053653775,0.170788984753408,0.187906940237223,0.193418946039597,0.164115315185709,0.192800186843446,0.181060242625738,0.167604204452325,0.18234253387278,0.191640011071785,0.191017104472743,0.195842403824463,0.185173757488043,0.186282132030513,0.202684482383189,0.17903552972652,0.175701565682018,0.162717503436873,0.170653087201162,0.172903981701032,0.178562776657701,0.181366797503948,0.165419744430679,0.177389743789279,0.165958565447783,0.188151212851295,0.160556611680858,0.181815008747208,0.170059678692879,0.182869274852631,0.167764344345741,0.180057224810343,0.193665987121788,0.185376502367789,0.184428902824054,0.155224077736476,0.184835716881394,0.170516768598048,0.184601624888194,0.188228890291026,0.184923138606673,0.16342728365964,0.175321893363609,0.184153320813962,0.184142688213404,0.178995428767616,0.171316324451763,0.186931376158991,0.178186065526872,0.172498219486802,0.169975452131023,0.167310033292126,0.189209749267687,0.165192803393711,0.161951376812731,0.178313746168511,0.142807798675296,0.193583611774108,0.175153248701998,0.180975570987847,0.182848587986176,0.164415665393638,0.168692732083947,0.168975171764267,0.16219417558772
0.0125263439592179,0.00643068257091003,0.0332190886245259,0.0164817665571257,0.0134586740123394,0.00923502607574382,0.0148436761619557,0.00924542215576366,0.0222222666980505,0.0110571871230356,0.00525047027337112,0.0116230711133854,0.0165079246633179,0.023007089243787,0.0431061782625979,0.026799162851981,0.0163985680408546,0.0246458965795309,0.0249613659987372,0.0577610098012282,0.10832318497693,0.0172706662703308,0.046186459967692,0.0846510132245419,0.0277420538537394,0.0394766673349175,0.16408243158207,0.139782892076937,0.176807582178044,0.175860555133283,0.165513235033879,0.196395334714949,0.189121438155328,0.174597847584303,0.189766943716156,0.180067547390266,0.179879911600611,0.184444141944372,0.175048694774946,0.170151969921464,0.170800682122638,0.182092364594128,0.193024902151486,0.174033409242043,0.163819708874525,0.178594250434632,0.179402686107181,0.169567878907459,0.184253192697712,0.171840318993826,0.179581067981321,0.172951860211751,0.174071886681119,0.173828331994963,0.172452083011324,0.199289097657488,0.184572884342394,0.181108030178547,0.187840494465326,0.170912520636099,0.198822062161219,0.171061123085631,0.167041273169347,0.18274307825741,0.174122394983204,0.179117835868311,0.177796193514359,0.167068976752077,0.17990884214887,0.184454702925957,0.174149761666257,0.180283793360264,0.176243611971726,0.167732681416937,0.175072009728744,0.198920383104403,0.187975359752406,0.152145583233632,0.169675736822059,0.185298635462791,0.196313778520095,0.187308651683171,0.177879751784117,0.177722224454662,0.170338765310656,0.17826270390511,0.184688671449063,0.183836249006608,0.174899881703867,0.150944711228943,0.18102751125045,0.175670836770016,0.186806664573202,0.185004102877617,0.15496575325892,0.185141036966373,0.167090788277438,0.167229082974172,0.161794332698854,0.177145264496364
0.0054570174571498,0.0100404438012697,0.0285371139269053,0.033236732995401,0.00849198042418593,0.0117272536758759,0.0141348472102045,0.00906455596480709,0.0229240481320466,0.00648923583309563,0.0109969697319711,0.0139188849182182,0.00610758133580785,0.0132649904263674,0.0489555079697402,0.0314878673984779,0.0211243702858972,0.0138473762906783,0.0520636357266702,0.0435644193760596,0.120194452633956,0.0309172729693663,0.0198781861161808,0.146612978210897,0.0233581561959666,0.120471650348433,0.117193082578653,0.164996339189546,0.155746400725149,0.157019469333728,0.17472499176157,0.181322938058015,0.197544754850748,0.180720390112897,0.18007081663106,0.169467119304771,0.197912715443234,0.183859467278227,0.184384692698158,0.182005221706742,0.183907793205423,0.181559120768708,0.174080325647622,0.178581938495574,0.172874257907838,0.178039647748206,0.182239659210123,0.184281960499257,0.158037407917657,0.179889681051847,0.169612251404869,0.167942211423985,0.181751507830914,0.174435947590938,0.173375853960787,0.171441234353961,0.171079746221024,0.165868186305119,0.165047392856843,0.184030192412727,0.174833736282164,0.177261542703893,0.171840635787215,0.171676835691937,0.175205506245315,0.176685249745699,0.18981340247935,0.174640432972363,0.173830594237451,0.178812554371872,0.16605870453377,0.166314713588623,0.189714224087457,0.188363880968783,0.171242839645315,0.181345711723413,0.174690356783422,0.178626408782524,0.173371521609815,0.195791141787463,0.18083594890147,0.183372598797798,0.175987360281079,0.175252615383682,0.174932367650884,0.180680363270215,0.197914877767964,0.17550128318983,0.166497351779158,0.166059699277045,0.168238942999424,0.189108490343377,0.185461725103368,0.175114131246677,0.163305346004805,0.198552145340238,0.172892950195865,0.160760507858603,0.182287118651313,0.188330088881478
0.00596429710240016,0.00938959342784241,0.0287283932547184,0.0307523311992328,0.0101259431217137,0.0134838392548754,0.00836106377163316,0.0115095962309627,0.00930231828033753,0.0115147812719311,0.0129384663631452,0.00857355885998637,0.0138985628486724,0.0315392433994987,0.0314574461450114,0.0316381622737087,0.0259137784388048,0.0148011114097749,0.0340110024733744,0.053121687886119,0.102576598747865,0.030763818121961,0.126411310182179,0.0330984844730626,0.0408267209101356,0.0896691172715578,0.126619366328457,0.163341375285145,0.195227538143034,0.116418491081489,0.179792388845266,0.192444510180575,0.175477681093923,0.175208658528835,0.195738398357957,0.193035799816794,0.169032532660619,0.191215994953314,0.171006025853257,0.177548366505776,0.195866510858297,0.165489703677376,0.180317008595839,0.179961441703829,0.17559253896111,0.180231745281332,0.181897232655616,0.185954728693036,0.171076014563304,0.170526361540255,0.17144810162604,0.187043884861976,0.185541951729427,0.176969995998746,0.183383199108829,0.183955577423289,0.164346726232076,0.159458972534111,0.182135354110158,0.183515759393579,0.178297026902621,0.171052365893309,0.190199849190361,0.188079005724112,0.179878410666194,0.181759867674027,0.166380207756263,0.168592024601911,0.183408388104777,0.176973701971909,0.165692748283273,0.165849765864256,0.182669878112721,0.157833381891597,0.164627145670187,0.162808899159707,0.172046704477438,0.198542181691734,0.16508463701442,0.168719658386307,0.192738019365705,0.164479347163553,0.185458190824713,0.163468104192705,0.171434094957943,0.167814481110196,0.188169171612532,0.186355740460869,0.177251688323633,0.190878354331984,0.1589948410461,0.178633432392776,0.174769268561353,0.176630635720659,0.175303668577533,0.176133406779982,0.161087120055569,0.184048019390735,0.182125900810841,0.177098125735173
