Vessel,Cruise_type,Cruise_num,Cast_type,Cast,Bottle_number,Date,ID,decy,Latitude,Longitude,Depth,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16_Chl,p17_Phae,p18,p19,p20,p21,yyyymmdd,time
R/V Weatherbird I,BATS Core,1,Hydrocast,81,12,1988-10-21,1000108112,1988.8033,31.833,-64.167,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.048,-999,-999,-999,-999,-999,19881021,455
R/V Weatherbird I,BATS Core,1,Hydrocast,81,11,1988-10-21,1000108111,1988.8033,31.833,-64.167,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.048,-999,-999,-999,-999,-999,19881021,455
R/V Weatherbird I,BATS Core,1,Hydrocast,81,10,1988-10-21,1000108110,1988.8033,31.833,-64.167,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.059,-999,-999,-999,-999,-999,19881021,455
R/V Weatherbird I,BATS Core,1,Hydrocast,81,9,1988-10-21,1000108109,1988.8033,31.833,-64.167,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.062,-999,-999,-999,-999,-999,19881021,455
R/V Weatherbird I,BATS Core,1,Hydrocast,81,8,1988-10-21,1000108108,1988.8033,31.833,-64.167,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.134,-999,-999,-999,-999,-999,19881021,455
R/V Weatherbird I,BATS Core,1,Hydrocast,81,7,1988-10-21,1000108107,1988.8033,31.833,-64.167,150,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.047,-999,-999,-999,-999,-999,19881021,455
R/V Weatherbird I,BATS Core,1,Hydrocast,81,6,1988-10-21,1000108106,1988.8033,31.833,-64.167,200,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.012,-999,-999,-999,-999,-999,19881021,455
R/V Weatherbird I,BATS Core,1,Hydrocast,81,5,1988-10-21,1000108105,1988.8033,31.833,-64.167,225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.008,-999,-999,-999,-999,-999,19881021,455
R/V Weatherbird I,BATS Core,1,Hydrocast,81,4,1988-10-21,1000108104,1988.8033,31.833,-64.167,250,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.007,-999,-999,-999,-999,-999,19881021,455
R/V Weatherbird I,BATS Core,1,Hydrocast,81,3,1988-10-21,1000108103,1988.8033,31.833,-64.167,300,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.007,-999,-999,-999,-999,-999,19881021,455
R/V Weatherbird I,BATS Core,1,Hydrocast,81,2,1988-10-21,1000108102,1988.8033,31.833,-64.167,400,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.007,-999,-999,-999,-999,-999,19881021,455
R/V Weatherbird I,BATS Core,2,CTD cast,1,12,1988-11-23,1000200112,1988.89504,31.817,-64.183,3.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.084,-999,-999,-999,-999,-999,19881123,1400
R/V Weatherbird I,BATS Core,2,CTD cast,1,11,1988-11-23,1000200111,1988.89504,31.817,-64.183,10.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.043,-999,-999,-999,-999,-999,19881123,1400
R/V Weatherbird I,BATS Core,2,CTD cast,1,10,1988-11-23,1000200110,1988.89504,31.817,-64.183,25.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.047,-999,-999,-999,-999,-999,19881123,1400
R/V Weatherbird I,BATS Core,2,CTD cast,1,9,1988-11-23,1000200109,1988.89504,31.817,-64.183,51.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.049,-999,-999,-999,-999,-999,19881123,1400
R/V Weatherbird I,BATS Core,2,CTD cast,1,8,1988-11-23,1000200108,1988.89504,31.817,-64.183,99.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.17,-999,-999,-999,-999,-999,19881123,1400
R/V Weatherbird I,BATS Core,2,CTD cast,1,7,1988-11-23,1000200107,1988.89504,31.817,-64.183,153.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.039,-999,-999,-999,-999,-999,19881123,1400
R/V Weatherbird I,BATS Core,2,CTD cast,1,6,1988-11-23,1000200106,1988.89504,31.817,-64.183,200.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.008,-999,-999,-999,-999,-999,19881123,1400
R/V Weatherbird I,BATS Core,2,CTD cast,1,5,1988-11-23,1000200105,1988.89504,31.817,-64.183,250.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.008,-999,-999,-999,-999,-999,19881123,1400
R/V Cape Henlopen,BATS Core,3,CTD cast,6,12,1988-12-19,1000300612,1988.96647,31.675,-63.972,2.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.095,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,3,CTD cast,6,11,1988-12-19,1000300611,1988.96647,31.675,-63.972,17.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.114,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,3,CTD cast,6,10,1988-12-19,1000300610,1988.96647,31.675,-63.972,32.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.089,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,3,CTD cast,6,9,1988-12-19,1000300609,1988.96647,31.675,-63.972,57.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.093,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,3,CTD cast,6,8,1988-12-19,1000300608,1988.96647,31.675,-63.972,81.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.122,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,3,CTD cast,6,7,1988-12-19,1000300607,1988.96647,31.675,-63.972,107,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.11,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,3,CTD cast,6,6,1988-12-19,1000300606,1988.96647,31.675,-63.972,131.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.045,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,3,CTD cast,6,5,1988-12-19,1000300605,1988.96647,31.675,-63.972,157.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.037,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,3,CTD cast,6,4,1988-12-19,1000300604,1988.96647,31.675,-63.972,181.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.015,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,3,CTD cast,6,3,1988-12-19,1000300603,1988.96647,31.675,-63.972,207,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.009,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,3,CTD cast,6,2,1988-12-19,1000300602,1988.96647,31.675,-63.972,230.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.007,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,3,CTD cast,6,1,1988-12-19,1000300601,1988.96647,31.675,-63.972,261,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.007,-999,-999,-999,-999,-999,19881219,1730
R/V Cape Henlopen,BATS Core,4,CTD cast,5,12,1989-01-28,1000400512,1989.07557,31.655,-64.253,2.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.094,-999,-999,-999,-999,-999,19890128,1400
R/V Cape Henlopen,BATS Core,4,CTD cast,5,11,1989-01-28,1000400511,1989.07557,31.655,-64.253,5.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.094,-999,-999,-999,-999,-999,19890128,1400
R/V Cape Henlopen,BATS Core,4,CTD cast,5,10,1989-01-28,1000400510,1989.07557,31.655,-64.253,19.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.097,-999,-999,-999,-999,-999,19890128,1400
R/V Cape Henlopen,BATS Core,4,CTD cast,5,9,1989-01-28,1000400509,1989.07557,31.655,-64.253,42.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.091,-999,-999,-999,-999,-999,19890128,1400
R/V Cape Henlopen,BATS Core,4,CTD cast,5,8,1989-01-28,1000400508,1989.07557,31.655,-64.253,63.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.095,-999,-999,-999,-999,-999,19890128,1400
R/V Cape Henlopen,BATS Core,4,CTD cast,5,7,1989-01-28,1000400507,1989.07557,31.655,-64.253,83.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.088,-999,-999,-999,-999,-999,19890128,1400
R/V Cape Henlopen,BATS Core,5,CTD cast,5,10,1989-02-20,1000500510,1989.13841,31.703,-64.835,4.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.203,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,5,CTD cast,5,9,1989-02-20,1000500509,1989.13841,31.703,-64.835,16.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.231,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,5,CTD cast,5,8,1989-02-20,1000500508,1989.13841,31.703,-64.835,27.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.324,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,5,CTD cast,5,7,1989-02-20,1000500507,1989.13841,31.703,-64.835,32.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.437,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,5,Hydrocast,85,2,1989-02-20,1000508502,1989.13841,31.703,-64.835,37.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.502,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,5,CTD cast,5,6,1989-02-20,1000500506,1989.13841,31.703,-64.835,53.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.592,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,5,CTD cast,5,5,1989-02-20,1000500505,1989.13841,31.703,-64.835,93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.171,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,5,CTD cast,5,4,1989-02-20,1000500504,1989.13841,31.703,-64.835,105.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.138,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,5,Hydrocast,85,1,1989-02-20,1000508501,1989.13841,31.703,-64.835,156.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.044,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,5,CTD cast,5,3,1989-02-20,1000500503,1989.13841,31.703,-64.835,179.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.026,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,5,CTD cast,5,2,1989-02-20,1000500502,1989.13841,31.703,-64.835,206.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.02,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,5,CTD cast,5,1,1989-02-20,1000500501,1989.13841,31.703,-64.835,308.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.011,-999,-999,-999,-999,-999,19890220,1230
R/V Cape Henlopen,BATS Core,6,CTD cast,6,10,1989-03-25,1000600610,1989.22879,31.417,-63.917,4.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.051,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,6,CTD cast,6,9,1989-03-25,1000600609,1989.22879,31.417,-63.917,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.057,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,6,CTD cast,6,8,1989-03-25,1000600608,1989.22879,31.417,-63.917,26.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.057,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,6,CTD cast,6,7,1989-03-25,1000600607,1989.22879,31.417,-63.917,33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.058,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,6,Hydrocast,86,2,1989-03-25,1000608602,1989.22879,31.417,-63.917,54.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.095,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,6,CTD cast,6,6,1989-03-25,1000600606,1989.22879,31.417,-63.917,71.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.183,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,6,CTD cast,6,5,1989-03-25,1000600605,1989.22879,31.417,-63.917,81.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.437,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,6,CTD cast,6,4,1989-03-25,1000600604,1989.22879,31.417,-63.917,91.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.496,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,6,Hydrocast,86,1,1989-03-25,1000608601,1989.22879,31.417,-63.917,102.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.477,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,6,CTD cast,6,3,1989-03-25,1000600603,1989.22879,31.417,-63.917,150.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.048,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,6,CTD cast,6,2,1989-03-25,1000600602,1989.22879,31.417,-63.917,201.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.02,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,6,CTD cast,6,1,1989-03-25,1000600601,1989.22879,31.417,-63.917,254.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.012,-999,-999,-999,-999,-999,19890325,1210
R/V Cape Henlopen,BATS Core,7,CTD cast,10,11,1989-04-18,1000701011,1989.29424,31.509,-64.254,6.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.065,-999,-999,-999,-999,-999,19890418,930
R/V Cape Henlopen,BATS Core,7,CTD cast,10,10,1989-04-18,1000701010,1989.29424,31.509,-64.254,18.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.066,-999,-999,-999,-999,-999,19890418,930
R/V Cape Henlopen,BATS Core,7,CTD cast,10,9,1989-04-18,1000701009,1989.29424,31.509,-64.254,33.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.075,-999,-999,-999,-999,-999,19890418,930
R/V Cape Henlopen,BATS Core,7,CTD cast,10,8,1989-04-18,1000701008,1989.29424,31.509,-64.254,49.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.109,-999,-999,-999,-999,-999,19890418,930
R/V Cape Henlopen,BATS Core,7,CTD cast,10,7,1989-04-18,1000701007,1989.29424,31.509,-64.254,70.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.199,-999,-999,-999,-999,-999,19890418,930
R/V Cape Henlopen,BATS Core,7,CTD cast,10,6,1989-04-18,1000701006,1989.29424,31.509,-64.254,80.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.436,-999,-999,-999,-999,-999,19890418,930
R/V Cape Henlopen,BATS Core,7,CTD cast,10,5,1989-04-18,1000701005,1989.29424,31.509,-64.254,88.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.56,-999,-999,-999,-999,-999,19890418,930
R/V Cape Henlopen,BATS Core,7,CTD cast,10,4,1989-04-18,1000701004,1989.29424,31.509,-64.254,105.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.356,-999,-999,-999,-999,-999,19890418,930
R/V Cape Henlopen,BATS Core,7,CTD cast,80,1,1989-04-18,1000708001,1989.29424,31.509,-64.254,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.217,-999,-999,-999,-999,-999,19890418,930
R/V Cape Henlopen,BATS Core,7,CTD cast,10,3,1989-04-18,1000701003,1989.29424,31.509,-64.254,149.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.038,-999,-999,-999,-999,-999,19890418,930
R/V Cape Henlopen,BATS Core,7,CTD cast,10,2,1989-04-18,1000701002,1989.29424,31.509,-64.254,199.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.011,-999,-999,-999,-999,-999,19890418,930
R/V Cape Henlopen,BATS Core,7,CTD cast,10,1,1989-04-18,1000701001,1989.29424,31.509,-64.254,249.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.008,-999,-999,-999,-999,-999,19890418,930
R/V Weatherbird I,BATS Core,8,CTD cast,6,12,1989-05-17,1000800612,1989.37496,32.079,-63.668,1.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.038,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,8,CTD cast,6,11,1989-05-17,1000800611,1989.37496,32.079,-63.668,12.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.039,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,8,CTD cast,6,10,1989-05-17,1000800610,1989.37496,32.079,-63.668,21.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.045,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,8,CTD cast,6,9,1989-05-17,1000800609,1989.37496,32.079,-63.668,39.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.061,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,8,CTD cast,6,8,1989-05-17,1000800608,1989.37496,32.079,-63.668,66.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.16,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,8,CTD cast,6,7,1989-05-17,1000800607,1989.37496,32.079,-63.668,85.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.468,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,8,CTD cast,6,6,1989-05-17,1000800606,1989.37496,32.079,-63.668,97.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.18,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,8,CTD cast,6,5,1989-05-17,1000800605,1989.37496,32.079,-63.668,107.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.098,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,8,CTD cast,6,4,1989-05-17,1000800604,1989.37496,32.079,-63.668,141.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.021,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,8,CTD cast,6,3,1989-05-17,1000800603,1989.37496,32.079,-63.668,174.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.009,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,8,CTD cast,6,2,1989-05-17,1000800602,1989.37496,32.079,-63.668,222.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.008,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,8,CTD cast,6,1,1989-05-17,1000800601,1989.37496,32.079,-63.668,248.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.008,-999,-999,-999,-999,-999,19890517,2040
R/V Weatherbird I,BATS Core,9,CTD cast,6,12,1989-06-22,1000900612,1989.47338,31.803,-64.058,4.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.029,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,9,CTD cast,6,11,1989-06-22,1000900611,1989.47338,31.803,-64.058,16.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.031,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,9,CTD cast,6,10,1989-06-22,1000900610,1989.47338,31.803,-64.058,25.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.032,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,9,CTD cast,6,9,1989-06-22,1000900609,1989.47338,31.803,-64.058,38.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.05,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,9,CTD cast,6,8,1989-06-22,1000900608,1989.47338,31.803,-64.058,53.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.069,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,9,CTD cast,6,7,1989-06-22,1000900607,1989.47338,31.803,-64.058,66.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.091,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,9,CTD cast,6,6,1989-06-22,1000900606,1989.47338,31.803,-64.058,84.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.146,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,9,CTD cast,6,5,1989-06-22,1000900605,1989.47338,31.803,-64.058,98.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.257,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,9,CTD cast,6,4,1989-06-22,1000900604,1989.47338,31.803,-64.058,111.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.318,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,9,CTD cast,6,3,1989-06-22,1000900603,1989.47338,31.803,-64.058,148.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.111,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,9,CTD cast,6,2,1989-06-22,1000900602,1989.47338,31.803,-64.058,199.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.021,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,9,CTD cast,6,1,1989-06-22,1000900601,1989.47338,31.803,-64.058,250.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.011,-999,-999,-999,-999,-999,19890622,1849
R/V Weatherbird I,BATS Core,10,CTD cast,7,12,1989-07-20,1001000712,1989.54909,31.962,-64.25,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.033,-999,-999,-999,-999,-999,19890720,1000
R/V Weatherbird I,BATS Core,10,CTD cast,7,11,1989-07-20,1001000711,1989.54909,31.962,-64.25,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.037,-999,-999,-999,-999,-999,19890720,1000
R/V Weatherbird I,BATS Core,10,CTD cast,7,10,1989-07-20,1001000710,1989.54909,31.962,-64.25,75.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.092,-999,-999,-999,-999,-999,19890720,1000
R/V Weatherbird I,BATS Core,10,CTD cast,7,9,1989-07-20,1001000709,1989.54909,31.962,-64.25,91.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.169,-999,-999,-999,-999,-999,19890720,1000
R/V Weatherbird I,BATS Core,10,CTD cast,7,8,1989-07-20,1001000708,1989.54909,31.962,-64.25,99.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.245,-999,-999,-999,-999,-999,19890720,1000
R/V Weatherbird I,BATS Core,10,CTD cast,7,7,1989-07-20,1001000707,1989.54909,31.962,-64.25,107.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.224,-999,-999,-999,-999,-999,19890720,1000
R/V Weatherbird I,BATS Core,10,CTD cast,7,6,1989-07-20,1001000706,1989.54909,31.962,-64.25,116.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.206,-999,-999,-999,-999,-999,19890720,1000
R/V Weatherbird I,BATS Core,10,CTD cast,7,5,1989-07-20,1001000705,1989.54909,31.962,-64.25,123.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.184,-999,-999,-999,-999,-999,19890720,1000
