Vessel,Cruise_type,Cruise_num,Cast_type,Cast,Bottle_number,Date,ID,decy,Latitude,Longitude,Depth,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16_Chl,p17_Phae,p18,p19,p20,p21,yyyymmdd,time
R/V Atlantic Explorer,BATS Core,274,CTD cast,8,7,2011-11-01,1027400807,2011.83491,31.655,-64.282,38.7,13,-999,7,3,11,5,35,0,8,0,0,-999,21,172,-999,0.146,0.039,0,50,14,7,20111101,1748
R/V Atlantic Explorer,BATS Core,274,CTD cast,8,9,2011-11-01,1027400809,2011.83491,31.655,-64.282,59.4,12,-999,6,2,9,3,28,0,3,0,0,-999,17,112,-999,0.098,0.029,0,21,9,3,20111101,1748
R/V Atlantic Explorer,BATS Core,274,CTD cast,8,11,2011-11-01,1027400811,2011.83491,31.655,-64.282,80.5,58,-999,25,5,38,8,99,1,9,4,0,-999,116,382,56,0.283,0.205,0,51,-999,-999,20111101,1748
R/V Atlantic Explorer,BATS Core,274,CTD cast,8,13,2011-11-01,1027400813,2011.83491,31.655,-64.282,101.4,56,-999,21,2,53,13,62,3,5,2,0,-999,132,254,42,0.176,0.205,0,24,-999,-999,20111101,1748
R/V Atlantic Explorer,BATS Core,274,CTD cast,8,15,2011-11-01,1027400815,2011.83491,31.655,-64.282,120.2,37,-999,13,0,32,8,47,0,3,0,0,-999,121,155,35,0.098,0.185,0,12,-999,-999,20111101,1748
R/V Atlantic Explorer,BATS Core,274,CTD cast,8,17,2011-11-01,1027400817,2011.83491,31.655,-64.282,138.4,23,-999,7,0,19,4,29,0,2,0,0,-999,54,78,15,0.059,0.078,0,4,-999,-999,20111101,1748
R/V Atlantic Explorer,BATS Core,274,CTD cast,8,19,2011-11-01,1027400819,2011.83491,31.655,-64.282,160.3,10,-999,3,0,8,2,17,0,1,0,0,-999,11,29,3,0.029,0.029,0,1,-999,-999,20111101,1748
R/V Atlantic Explorer,BATS Core,274,CTD cast,8,21,2011-11-01,1027400821,2011.83491,31.655,-64.282,200.4,0,-999,0,0,1,0,2,0,0,0,0,-999,0,4,0,0,0.01,0,0,0,0,20111101,1748
R/V Atlantic Explorer,BATS Core,274,CTD cast,8,23,2011-11-01,1027400823,2011.83491,31.655,-64.282,251.6,0,-999,0,0,1,1,3,0,0,0,0,-999,0,5,1,0,0.019,0,0,-999,-999,20111101,1748
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,1,2011-11-18,1027500701,2011.88131,31.63,-64.217,4.5,14,-999,11,3,18,7,34,0,6,0,0,-999,19,198,-999,0.166,0.029,0,54,15,9,20111118,1615
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,3,2011-11-18,1027500703,2011.88131,31.63,-64.217,9.2,11,-999,10,3,18,7,33,0,6,0,0,-999,20,187,-999,0.156,0.029,0,54,14,9,20111118,1615
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,5,2011-11-18,1027500705,2011.88131,31.63,-64.217,19.3,12,-999,11,3,18,6,34,0,6,0,0,-999,20,185,-999,0.156,0.029,0,52,13,7,20111118,1615
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,7,2011-11-18,1027500707,2011.88131,31.63,-64.217,39.1,16,-999,13,3,19,7,37,0,5,0,0,-999,23,201,-999,0.166,0.029,0,51,14,8,20111118,1615
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,9,2011-11-18,1027500709,2011.88131,31.63,-64.217,59.5,17,-999,13,3,20,7,38,0,5,0,0,-999,25,202,-999,0.166,0.039,0,49,14,8,20111118,1615
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,11,2011-11-18,1027500711,2011.88131,31.63,-64.217,81.1,35,-999,21,4,42,9,72,3,6,0,0,-999,102,321,43,0.234,0.156,0,40,-999,-999,20111118,1615
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,13,2011-11-18,1027500713,2011.88131,31.63,-64.217,102.5,41,-999,18,3,48,11,50,2,4,0,0,-999,156,235,45,0.137,0.215,0,20,-999,-999,20111118,1615
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,15,2011-11-18,1027500715,2011.88131,31.63,-64.217,120.3,21,-999,10,0,27,6,38,0,2,0,0,-999,83,124,22,0.078,0.127,0,8,-999,-999,20111118,1615
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,17,2011-11-18,1027500717,2011.88131,31.63,-64.217,143,6,-999,3,0,6,2,15,0,1,0,0,-999,11,27,3,0.019,0.019,0,1,-999,-999,20111118,1615
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,19,2011-11-18,1027500719,2011.88131,31.63,-64.217,162.1,6,-999,2,0,6,1,13,0,1,0,0,-999,9,22,2,0.019,0.019,0,1,-999,-999,20111118,1615
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,21,2011-11-18,1027500721,2011.88131,31.63,-64.217,177,5,-999,2,0,7,1,12,0,1,0,0,-999,13,26,3,0.019,0.029,0,2,-999,-999,20111118,1615
R/V Atlantic Explorer,BATS Core,275,CTD cast,7,23,2011-11-18,1027500723,2011.88131,31.63,-64.217,251.8,0,-999,0,0,2,1,3,0,0,0,0,-999,0,5,0,0.01,0.01,0,0,0,0,20111118,1615
R/V Atlantic Explorer,BATS Core,276,CTD cast,6,1,2011-12-09,1027600601,2011.93882,31.696,-64.194,4.2,6,-999,11,2,18,6,34,0,9,1,0,-999,12,167,-999,0.146,0.029,1,44,11,8,20111209,1603
R/V Atlantic Explorer,BATS Core,276,CTD cast,6,3,2011-12-09,1027600603,2011.93882,31.696,-64.194,9.9,7,-999,11,2,18,6,34,0,9,1,0,-999,15,163,-999,0.146,0.029,1,41,11,8,20111209,1603
R/V Atlantic Explorer,BATS Core,276,CTD cast,6,5,2011-12-09,1027600605,2011.93882,31.696,-64.194,20,7,-999,12,3,20,6,37,0,8,1,0,-999,20,183,-999,0.166,0.029,1,49,13,9,20111209,1603
R/V Atlantic Explorer,BATS Core,276,CTD cast,6,7,2011-12-09,1027600607,2011.93882,31.696,-64.194,39.9,12,-999,18,3,25,7,49,0,7,1,0,-999,21,225,-999,0.205,0.039,2,49,16,10,20111209,1603
R/V Atlantic Explorer,BATS Core,276,CTD cast,6,9,2011-12-09,1027600609,2011.93882,31.696,-64.194,60.8,21,-999,24,4,39,8,71,0,7,1,0,-999,22,275,-999,0.254,0.059,2,41,18,10,20111209,1603
R/V Atlantic Explorer,BATS Core,276,CTD cast,6,11,2011-12-09,1027600611,2011.93882,31.696,-64.194,79,16,-999,19,2,34,7,61,0,6,2,0,-999,22,203,-999,0.185,0.059,2,22,13,6,20111209,1603
R/V Atlantic Explorer,BATS Core,276,CTD cast,6,13,2011-12-09,1027600613,2011.93882,31.696,-64.194,99.6,13,-999,12,0,24,5,38,0,3,0,0,-999,80,123,25,0.068,0.127,1,7,-999,-999,20111209,1603
R/V Atlantic Explorer,BATS Core,276,CTD cast,6,15,2011-12-09,1027600615,2011.93882,31.696,-64.194,118.8,5,-999,4,0,9,2,19,0,1,0,0,-999,12,35,4,0.029,0.019,0,1,-999,-999,20111209,1603
R/V Atlantic Explorer,BATS Core,276,CTD cast,6,17,2011-12-09,1027600617,2011.93882,31.696,-64.194,139.8,3,-999,2,0,6,1,13,0,1,0,0,-999,8,23,2,0.019,0.019,0,1,-999,-999,20111209,1603
R/V Atlantic Explorer,BATS Core,276,CTD cast,6,19,2011-12-09,1027600619,2011.93882,31.696,-64.194,160.7,0,-999,0,0,2,0,3,0,0,0,0,-999,2,6,1,0.01,0.01,0,0,-999,-999,20111209,1603
R/V Atlantic Explorer,BATS Core,276,CTD cast,6,21,2011-12-09,1027600621,2011.93882,31.696,-64.194,200.7,0,-999,0,0,0,0,1,0,0,0,0,-999,0,2,0,0,0,0,0,0,0,20111209,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,1,2012-02-10,1027800401,2012.11112,31.667,-64.136,5.3,40,-999,41,3,40,12,125,3,23,8,0,-999,30,351,-999,0.331,0.039,5,59,9,22,20120210,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,3,2012-02-10,1027800403,2012.11112,31.667,-64.136,9.3,28,-999,37,2,40,12,126,3,20,7,0,-999,26,350,-999,0.331,0.039,5,57,9,21,20120210,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,5,2012-02-10,1027800405,2012.11112,31.667,-64.136,19.4,26,-999,37,2,40,12,126,3,18,8,0,-999,30,359,-999,0.341,0.049,4,64,10,23,20120210,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,7,2012-02-10,1027800407,2012.11112,31.667,-64.136,39.3,33,-999,45,3,44,12,140,3,13,7,0,-999,33,382,-999,0.361,0.049,5,58,11,22,20120210,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,9,2012-02-10,1027800409,2012.11112,31.667,-64.136,60,26,-999,32,2,43,10,106,2,8,7,0,-999,26,278,-999,0.283,0.039,4,27,8,14,20120210,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,11,2012-02-10,1027800411,2012.11112,31.667,-64.136,79.3,24,-999,27,1,41,8,91,2,7,6,0,-999,27,242,-999,0.234,0.049,3,19,8,11,20120210,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,13,2012-02-10,1027800413,2012.11112,31.667,-64.136,100.3,24,-999,27,2,41,7,90,2,7,6,0,-999,28,250,-999,0.234,0.049,3,22,9,12,20120210,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,15,2012-02-10,1027800415,2012.11112,31.667,-64.136,119.5,4,-999,6,0,13,3,19,0,2,1,0,-999,7,63,-999,0.058,0.029,1,7,2,3,20120210,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,17,2012-02-10,1027800417,2012.11112,31.667,-64.136,138.9,0,-999,0,0,3,1,7,0,0,0,0,-999,3,13,1,0.01,0.019,0,1,-999,-999,20120210,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,19,2012-02-10,1027800419,2012.11112,31.667,-64.136,159.5,0,-999,0,0,2,1,4,0,0,0,0,-999,3,8,0,0.01,0.01,0,0,0,0,20120210,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,21,2012-02-10,1027800421,2012.11112,31.667,-64.136,201.5,0,-999,0,0,0,0,1,0,0,0,0,-999,0,2,0,0,0.01,0,0,0,0,20120210,1603
R/V Atlantic Explorer,BATS Core,278,CTD cast,4,23,2012-02-10,1027800423,2012.11112,31.667,-64.136,249.3,0,-999,0,0,0,0,1,0,0,0,0,-999,0,1,0,0,0,0,0,0,0,20120210,1603
R/V Atlantic Explorer,BATS Core,279,CTD cast,6,1,2012-03-09,1027900601,2012.18762,31.712,-64.159,5.4,24,-999,26,2,41,11,94,0,31,4,0,-999,18,251,-999,0.253,0.019,3,35,5,16,20120309,1605
R/V Atlantic Explorer,BATS Core,279,CTD cast,6,3,2012-03-09,1027900603,2012.18762,31.712,-64.159,11.4,22,-999,26,2,39,11,90,0,26,4,0,-999,18,241,-999,0.244,0.029,3,32,5,14,20120309,1605
R/V Atlantic Explorer,BATS Core,279,CTD cast,6,5,2012-03-09,1027900605,2012.18762,31.712,-64.159,20.4,25,-999,29,2,43,12,97,0,26,5,0,-999,20,274,-999,0.263,0.029,3,39,6,16,20120309,1605
R/V Atlantic Explorer,BATS Core,279,CTD cast,6,7,2012-03-09,1027900607,2012.18762,31.712,-64.159,40.2,31,-999,33,2,46,12,106,0,19,4,0,-999,21,289,-999,0.292,0.019,3,38,7,16,20120309,1605
R/V Atlantic Explorer,BATS Core,279,CTD cast,6,9,2012-03-09,1027900609,2012.18762,31.712,-64.159,60.7,51,-999,50,3,58,13,129,0,14,4,0,-999,27,319,-999,0.312,0.049,4,29,7,15,20120309,1605
R/V Atlantic Explorer,BATS Core,279,CTD cast,6,11,2012-03-09,1027900611,2012.18762,31.712,-64.159,80.2,85,-999,57,3,66,14,147,0,14,5,0,-999,35,355,-999,0.341,0.049,5,26,8,15,20120309,1605
R/V Atlantic Explorer,BATS Core,279,CTD cast,6,13,2012-03-09,1027900613,2012.18762,31.712,-64.159,99.3,43,-999,34,2,57,11,109,0,10,5,0,-999,38,260,-999,0.273,0.049,3,18,5,12,20120309,1605
R/V Atlantic Explorer,BATS Core,279,CTD cast,6,15,2012-03-09,1027900615,2012.18762,31.712,-64.159,121.4,40,-999,29,0,33,8,58,0,5,7,0,-999,36,183,-999,0.175,0.049,2,11,4,8,20120309,1605
R/V Atlantic Explorer,BATS Core,279,CTD cast,6,19,2012-03-09,1027900619,2012.18762,31.712,-64.159,160.4,8,-999,9,0,18,6,26,0,3,3,0,-999,18,90,-999,0.088,0.029,1,6,2,4,20120309,1605
R/V Atlantic Explorer,BATS Core,279,CTD cast,6,21,2012-03-09,1027900621,2012.18762,31.712,-64.159,201.2,0,-999,0,0,2,1,5,0,0,0,0,-999,3,11,0,0.01,0.01,0,0,0,0,20120309,1605
R/V Atlantic Explorer,BATS Core,279,CTD cast,6,23,2012-03-09,1027900623,2012.18762,31.712,-64.159,251.2,0,-999,0,0,0,0,1,0,0,0,0,-999,0,1,0,0,0.01,0,0,0,0,20120309,1605
R/V Atlantic Explorer,BATS Bloom A,279,CTD cast,2,1,2012-03-29,2027900201,2012.24193,31.674,-64.116,5.6,26,-999,19,3,27,8,71,0,14,1,0,-999,14,183,-999,0.185,0.019,2,27,6,10,20120329,1306
R/V Atlantic Explorer,BATS Bloom A,279,CTD cast,2,3,2012-03-29,2027900203,2012.24193,31.674,-64.116,10.1,30,-999,22,3,30,9,78,3,16,1,0,-999,17,207,-999,0.205,0.029,3,31,6,13,20120329,1306
R/V Atlantic Explorer,BATS Bloom A,279,CTD cast,2,5,2012-03-29,2027900205,2012.24193,31.674,-64.116,20.4,30,-999,21,3,31,9,81,2,16,2,0,-999,16,204,-999,0.214,0.019,3,28,6,12,20120329,1306
R/V Atlantic Explorer,BATS Bloom A,279,CTD cast,2,9,2012-03-29,2027900209,2012.24193,31.674,-64.116,59.8,33,-999,23,3,34,8,87,3,12,2,0,-999,19,217,0,0.224,0.029,3,28,7,11,20120329,1306
R/V Atlantic Explorer,BATS Bloom A,279,CTD cast,2,11,2012-03-29,2027900211,2012.24193,31.674,-64.116,80.5,32,-999,23,3,34,8,86,0,11,2,0,-999,19,210,0,0.214,0.029,3,26,7,11,20120329,1306
R/V Atlantic Explorer,BATS Bloom A,279,CTD cast,2,13,2012-03-29,2027900213,2012.24193,31.674,-64.116,98.1,34,-999,22,4,37,7,87,0,10,3,0,-999,24,200,16,0.205,0.039,3,20,-999,-999,20120329,1306
R/V Atlantic Explorer,BATS Bloom A,279,CTD cast,2,15,2012-03-29,2027900215,2012.24193,31.674,-64.116,120.4,53,-999,30,0,73,15,92,2,9,4,0,-999,58,273,-999,0.263,0.088,3,18,9,12,20120329,1306
R/V Atlantic Explorer,BATS Bloom A,279,CTD cast,2,17,2012-03-29,2027900217,2012.24193,31.674,-64.116,137.9,44,-999,25,0,53,24,68,1,8,3,0,-999,33,202,-999,0.205,0.068,2,9,4,9,20120329,1306
R/V Atlantic Explorer,BATS Bloom A,279,CTD cast,2,19,2012-03-29,2027900219,2012.24193,31.674,-64.116,157.8,24,-999,15,0,33,21,31,0,4,2,0,-999,16,108,5,0.127,0.049,1,3,-999,-999,20120329,1306
R/V Atlantic Explorer,BATS Bloom A,279,CTD cast,2,20,2012-03-29,2027900220,2012.24193,31.674,-64.116,159.6,0,-999,0,0,4,3,5,0,0,0,0,-999,3,16,0,0.019,0.019,0,0,0,0,20120329,1306
R/V Atlantic Explorer,BATS Bloom A,279,CTD cast,2,23,2012-03-29,2027900223,2012.24193,31.674,-64.116,251.3,0,-999,0,0,0,1,1,0,0,0,0,-999,0,2,0,0,0.01,0,0,0,0,20120329,1306
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,1,2012-04-12,1028000501,2012.28034,31.728,-64.146,4.1,8,-999,6,2,12,5,30,0,13,0,0,-999,4,105,-999,0.127,0.01,2,36,2,11,20120412,1428
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,3,2012-04-12,1028000503,2012.28034,31.728,-64.146,10.1,8,-999,9,2,12,5,29,0,12,0,0,-999,4,101,-999,0.117,0.01,2,34,2,10,20120412,1428
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,5,2012-04-12,1028000505,2012.28034,31.728,-64.146,18.9,10,-999,11,2,13,6,32,0,12,0,0,-999,5,113,-999,0.127,0.01,2,39,4,10,20120412,1428
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,7,2012-04-12,1028000507,2012.28034,31.728,-64.146,39.8,11,-999,13,2,15,5,38,0,8,0,0,-999,7,133,-999,0.146,0.019,2,43,4,13,20120412,1428
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,9,2012-04-12,1028000509,2012.28034,31.728,-64.146,58.7,15,-999,17,3,19,6,51,0,8,0,0,-999,10,164,-999,0.175,0.029,2,43,3,16,20120412,1428
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,11,2012-04-12,1028000511,2012.28034,31.728,-64.146,80.1,25,-999,26,4,33,7,92,0,9,1,0,-999,16,247,-999,0.273,0.049,3,37,5,18,20120412,1428
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,13,2012-04-12,1028000513,2012.28034,31.728,-64.146,99.9,38,-999,32,3,46,8,116,0,9,2,0,-999,24,285,-999,0.302,0.078,4,25,6,17,20120412,1428
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,15,2012-04-12,1028000515,2012.28034,31.728,-64.146,117.8,28,-999,23,2,38,7,78,0,7,3,0,-999,17,196,-999,0.214,0.058,3,14,4,10,20120412,1428
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,17,2012-04-12,1028000517,2012.28034,31.728,-64.146,139.1,18,-999,17,3,29,4,47,0,4,3,0,-999,18,135,-999,0.146,0.049,2,9,2,7,20120412,1428
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,19,2012-04-12,1028000519,2012.28034,31.728,-64.146,159.4,9,-999,9,0,18,3,27,0,2,1,0,-999,10,75,-999,0.088,0.029,1,6,1,4,20120412,1428
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,21,2012-04-12,1028000521,2012.28034,31.728,-64.146,199.5,6,-999,5,0,13,2,16,0,2,0,0,-999,31,52,9,0.049,0.078,0,3,-999,-999,20120412,1428
R/V Atlantic Explorer,BATS Core,280,CTD cast,5,23,2012-04-12,1028000523,2012.28034,31.728,-64.146,249.2,0,-999,0,0,1,0,1,0,0,0,0,-999,2,3,0,0,0.01,0,0,0,0,20120412,1428
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,1,2012-04-26,2028000301,2012.31866,31.619,-64.196,4.9,3,-999,6,2,6,6,16,0,10,0,2,-999,2,72,-999,0.078,0,0,26,2,6,20120426,1507
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,3,2012-04-26,2028000303,2012.31866,31.619,-64.196,10.5,3,-999,5,2,6,6,15,0,9,0,1,-999,3,70,-999,0.078,0.01,0,27,2,6,20120426,1507
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,5,2012-04-26,2028000305,2012.31866,31.619,-64.196,20.4,4,-999,6,1,7,6,17,0,8,0,1,-999,2,71,-999,0.078,0.01,1,29,2,6,20120426,1507
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,7,2012-04-26,2028000307,2012.31866,31.619,-64.196,40.2,7,-999,9,1,10,7,23,0,7,0,0,-999,5,93,-999,0.107,0.01,1,32,3,7,20120426,1507
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,9,2012-04-26,2028000309,2012.31866,31.619,-64.196,60.7,31,-999,35,3,36,8,134,0,14,3,1,-999,19,311,-999,0.322,0.068,5,39,12,15,20120426,1507
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,11,2012-04-26,2028000311,2012.31866,31.619,-64.196,80.1,27,-999,32,4,37,7,109,0,9,5,0,-999,29,307,-999,0.312,0.088,3,36,13,16,20120426,1507
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,13,2012-04-26,2028000313,2012.31866,31.619,-64.196,101.4,29,-999,33,4,45,9,97,0,7,7,0,-999,31,287,-999,0.292,0.088,3,22,12,11,20120426,1507
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,15,2012-04-26,2028000315,2012.31866,31.619,-64.196,120.4,22,-999,20,3,43,8,57,0,5,1,0,-999,26,162,-999,0.166,0.058,2,8,5,6,20120426,1507
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,17,2012-04-26,2028000317,2012.31866,31.619,-64.196,139.9,10,-999,9,0,26,4,25,0,2,0,0,-999,11,73,-999,0.078,0.029,1,2,1,2,20120426,1507
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,19,2012-04-26,2028000319,2012.31866,31.619,-64.196,161,3,-999,3,0,10,2,8,0,1,0,0,-999,3,23,1,0.029,0.01,0,0,-999,-999,20120426,1507
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,21,2012-04-26,2028000321,2012.31866,31.619,-64.196,199.9,2,-999,1,0,4,1,4,0,0,0,0,-999,7,14,2,0.01,0.019,0,1,-999,-999,20120426,1507
R/V Atlantic Explorer,BATS Bloom A,280,CTD cast,3,23,2012-04-26,2028000323,2012.31866,31.619,-64.196,250.3,0,-999,0,0,0,0,0,0,0,0,0,-999,0,2,0,0,0.01,0,0,0,0,20120426,1507
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,1,2012-05-20,1028100601,2012.38428,31.685,-64.229,5.1,1,-999,4,2,6,6,21,0,11,0,1,-999,5,64,4,0.078,0.01,1,9,-999,-999,20120520,1531
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,3,2012-05-20,1028100603,2012.38428,31.685,-64.229,9.6,1,-999,5,4,7,6,22,0,11,0,1,-999,7,72,3,0.088,0.01,1,11,-999,-999,20120520,1531
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,5,2012-05-20,1028100605,2012.38428,31.685,-64.229,20.9,1,-999,4,2,9,7,27,0,10,0,1,-999,5,77,4,0.088,0.01,1,14,-999,-999,20120520,1531
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,7,2012-05-20,1028100607,2012.38428,31.685,-64.229,39.1,3,-999,9,6,16,8,44,0,9,0,2,-999,8,113,6,0.146,0.01,0,19,-999,-999,20120520,1531
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,9,2012-05-20,1028100609,2012.38428,31.685,-64.229,58.7,12,-999,16,9,37,14,97,0,12,0,1,-999,44,272,-999,0.273,0.107,5,43,5,14,20120520,1531
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,11,2012-05-20,1028100611,2012.38428,31.685,-64.229,78.6,23,-999,16,7,56,17,145,5,13,0,4,-999,175,484,-999,0.458,0.263,5,72,15,33,20120520,1531
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,13,2012-05-20,1028100613,2012.38428,31.685,-64.229,100.9,19,-999,16,0,90,24,66,9,8,0,2,-999,108,279,-999,0.273,0.195,4,19,6,12,20120520,1531
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,15,2012-05-20,1028100615,2012.38428,31.685,-64.229,119.1,5,-999,6,0,27,9,22,0,3,0,0,-999,14,66,-999,0.078,0.039,1,2,1,2,20120520,1531
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,17,2012-05-20,1028100617,2012.38428,31.685,-64.229,139.7,1,-999,2,0,8,4,7,0,1,0,0,-999,4,22,1,0.029,0.019,0,1,-999,-999,20120520,1531
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,19,2012-05-20,1028100619,2012.38428,31.685,-64.229,160,0,-999,0,0,2,2,3,0,1,0,0,-999,2,8,-999,0.01,0.01,0,0,-999,-999,20120520,1531
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,21,2012-05-20,1028100621,2012.38428,31.685,-64.229,200.3,0,-999,0,0,0,1,1,0,0,0,0,-999,0,3,-999,0,0.01,0,0,-999,-999,20120520,1531
R/V Atlantic Explorer,BATS Core,281,CTD cast,6,23,2012-05-20,1028100623,2012.38428,31.685,-64.229,250.5,0,-999,0,0,0,0,1,0,0,0,0,-999,0,1,-999,0,0.01,0,0,-999,-999,20120520,1531
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,1,2012-06-19,1028200601,2012.4662,31.583,-64.137,4.3,0,-999,1,0,4,4,15,0,11,0,0,-999,2,54,4,0.059,0.01,1,18,-999,-999,20120619,1504
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,3,2012-06-19,1028200603,2012.4662,31.583,-64.137,11.4,0,-999,1,0,4,4,17,0,9,0,0,-999,4,57,4,0.068,0.01,1,20,-999,-999,20120619,1504
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,5,2012-06-19,1028200605,2012.4662,31.583,-64.137,21,0,-999,2,0,5,4,18,0,9,0,0,-999,3,60,5,0.078,0.01,0,23,-999,-999,20120619,1504
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,7,2012-06-19,1028200607,2012.4662,31.583,-64.137,41.1,0,-999,3,1,7,3,24,0,7,0,0,-999,7,72,4,0.098,0,0,17,-999,-999,20120619,1504
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,9,2012-06-19,1028200609,2012.4662,31.583,-64.137,59.2,0,-999,5,3,12,3,39,0,7,0,1,-999,13,123,8,0.146,0.039,0,34,-999,-999,20120619,1504
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,11,2012-06-19,1028200611,2012.4662,31.583,-64.137,79.4,0,-999,7,3,17,4,50,0,6,0,1,-999,26,172,13,0.214,0.029,0,44,-999,-999,20120619,1504
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,13,2012-06-19,1028200613,2012.4662,31.583,-64.137,100.5,66,-999,35,4,92,14,116,7,7,3,3,-999,177,430,-999,0.37,0.302,0,44,22,14,20120619,1504
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,15,2012-06-19,1028200615,2012.4662,31.583,-64.137,119.3,26,-999,15,0,55,6,42,0,3,0,1,-999,36,138,6,0.146,0.078,0,7,-999,-999,20120619,1504
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,17,2012-06-19,1028200617,2012.4662,31.583,-64.137,138.8,3,-999,3,0,19,2,12,0,1,0,1,-999,5,38,1,0.049,0.019,0,1,-999,-999,20120619,1504
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,19,2012-06-19,1028200619,2012.4662,31.583,-64.137,159.4,0,-999,1,0,7,1,7,0,1,0,0,-999,2,17,0,0.019,0.01,0,0,-999,-999,20120619,1504
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,21,2012-06-19,1028200621,2012.4662,31.583,-64.137,199.3,0,-999,0,0,2,1,1,0,0,0,0,-999,0,6,0,0.01,0.01,0,0,-999,-999,20120619,1504
R/V Atlantic Explorer,BATS Core,282,CTD cast,6,23,2012-06-19,1028200623,2012.4662,31.583,-64.137,249.2,0,-999,0,0,0,0,1,0,0,0,0,-999,0,2,0,0,0.01,0,0,-999,-999,20120619,1504
R/V Atlantic Explorer,BATS Core,283,CTD cast,8,1,2012-07-13,1028300801,2012.53178,31.627,-64.253,4.3,1,-999,1,0,2,3,13,0,9,0,0,-999,7,44,0,0.049,0.01,1,17,1,3,20120713,1507
R/V Atlantic Explorer,BATS Core,283,CTD cast,8,3,2012-07-13,1028300803,2012.53178,31.627,-64.253,9.5,1,-999,1,0,2,2,11,0,7,0,0,-999,7,38,0,0.039,0.01,1,15,0,2,20120713,1507
R/V Atlantic Explorer,BATS Core,283,CTD cast,8,5,2012-07-13,1028300805,2012.53178,31.627,-64.253,19.8,1,-999,1,1,3,2,15,0,7,0,0,-999,7,39,2,0.049,0,1,11,0,0,20120713,1507
