"DOY" "Depth" "DIP"
295 499.6 0.12
296 10.1 0.003
296 49.9 0.002
296 80.3 0.003
296 100.4 0.002
296 120 0.004
296 140.6 0.009
296 200.9 0.057
296 301.9 0.12
296 402 0.17
296 9.7 0.002
296 51.1 0.003
296 81.5 0.003
296 99.8 0.003
296 121.3 0.003
296 139.1 0.012
296 200 0.111
296 300 0.25
296 399.6 0.37
297 10 0.002
297 50.6 0.006
297 80.1 0.002
297 99.6 0.002
297 120.6 0.007
297 140.2 0.019
297 199.3 0.168
297 250.7 0.3
297 300.4 0.32
297 499.4 0.61
297 8.4 0.001
297 49.8 0.003
297 79.7 0.002
297 99.9 0.002
297 120.4 0.011
297 138.8 0.022
297 198.8 0.092
297 300.8 0.22
297 399.4 0.53
297 499.3 1.13
298 9.9 0.002
298 48.9 0.003
298 80.8 0.003
298 98.4 0.01
298 119.4 0.03
298 139.5 0.04
298 200 0.1
298 300.5 0.13
298 400.1 0.39
300 3.8 0.005
300 19.9 0.004
300 78.6 0.004
300 101.8 0.007
300 120.5 0.017
300 198.4 0.111
300 300.6 0.338
301 3.2 0.004
301 39.1 0.004
301 59.7 0.006
301 80.7 0.004
301 99.4 0.005
301 119.1 0.006
301 138.8 0.016
301 160.7 0.033
301 199.4 0.073
301 301.2 0.97
302 5.4 0.005
302 50.4 0.005
302 81.3 0.005
302 79.6 0.009
302 144 0.09
302 161.1 0.08
302 199.3 0.152
302 302.1 1.03
302 401.3 1.11
302 492.7 1.17
303 4.1 0.006
303 49.2 0.007
303 79.3 0.007
303 101.1 0.009
303 140.2 0.04
303 202.6 0.08
303 297 0.84
303 400.9 0.7
303 497.7 0.75
304 3.7 0.007
304 49.5 0.007
304 86.8 0.014
304 100.4 0.03
304 140.3 0.11
304 199.3 0.089
304 299.9 0.13
304 6.2 0.008
304 50 0.008
304 84.5 0.014
304 100.1 0.011
304 99.6 0.016
304 119.8 0.016
304 200.3 0.142
304 300.2 0.05
304 399 0.1
305 5.6 0.015
305 49.7 0.009
305 78.5 0.042
305 96.2 0.101
305 119.5 0.11
305 138.8 0.151
305 198 0.152
305 297.5 0.17
305 400.4 0.29
306 6.8 0.019
306 49.3 0.013
306 79.3 0.012
306 99.8 0.053
306 119.8 0.08
306 139.5 0.09
306 198.9 0.117
306 499.1 0.19
271 80.4 0.009
271 100.2 0.041
271 120.1 0.064
271 140 0.078
271 160.4 0.08
271 199.8 0.099
271 249.5 0.15
271 299.5 0.17
272 5.4 0.004
272 19.9 0.005
272 59.8 0.007
272 80.1 0.049
272 99.3 0.049
272 119.9 0.051
272 160 0.06
272 200.1 0.102
272 252 0.14
272 300.7 0.17
272 300.6 0.16
272 498.4 0.2
273 5.9 0.014
273 20.7 0.013
273 59.7 0.123
273 79.4 0.38
273 100 0.532
273 120.5 0.6
273 141.2 0.608
273 158.8 0.628
273 200.2 0.652
273 251.1 1.34
273 301.1 1.52
274 5.9 0.005
274 8.8 0.007
274 21.4 0.004
274 40.1 0.008
274 61.2 0.005
274 80.7 0.009
274 98.6 0.022
274 119.5 0.055
274 138.6 0.058
274 159.7 0.077
274 198.6 0.109
278 4.6 0.01
278 19.8 0.006
278 39.3 0.008
278 80.3 0.008
278 101.4 0.08
278 120.2 0.031
278 142.1 0.081
278 159.8 0.071
278 202 0.138
278 250.7 0.18
278 300.5 0.16
279 4.3 0.006
279 20.7 0.007
279 60.6 0.005
279 79.2 0.005
279 100.5 0.006
279 120.5 0.044
279 141 0.082
279 160.8 0.052
279 200.8 0.124
279 249.5 0.18
279 302.8 0.18
282 5.3 0.005
282 19.5 0.006
282 59.3 0.01
282 78.3 0.005
282 99.5 0.005
282 118.8 0.007
282 139.5 0.01
282 158.8 0.02
282 199.4 0.084
282 248.9 0.17
282 299.5 0.2
282 499.9 0.48
283 6.3 0.004
283 19.2 0.005
283 59 0.005
283 79.9 0.004
283 100.7 0.005
283 119.2 0.01
283 141 0.018
283 158.2 0.044
283 199.9 0.13
284 5.6 0.003
284 19 0.007
284 59.1 0.006
284 80.6 0.005
284 100 0.006
284 118.9 0.011
284 139.5 0.007
284 160.1 0.01
284 201.4 0.091
284 248.8 0.13
284 299.6 0.2
285 9.5 0.008
285 59.1 0.009
285 79.3 0.01
285 99.8 0.01
285 119.8 0.042
285 139.8 0.046
285 200.3 0.102
285 299.7 0.25
285 499.8 0.79
286 4.7 0.009
286 19.8 0.01
286 59.2 0.007
286 79.6 0.006
286 99.7 0.006
286 118.8 0.011
286 140.4 0.016
286 159.4 0.018
286 199.5 0.131
286 299.6 0.24
286 5.2 0.011
286 20.1 0.016
286 60.1 0.01
286 80.2 0.008
286 99.7 0.016
286 119.7 0.025
286 139.6 0.022
286 159.1 0.043
286 199.9 0.095
286 249.6 0.22
286 298.8 0.35
288 7.9 0.003
288 19.9 0.008
288 59 0.009
288 79.4 0.008
288 100.8 0.01
288 119.4 0.016
288 159.6 0.066
288 200.2 0.094
288 249.4 0.15
288 299.6 0.22
288 499.9 0.98
288 3 0.007
288 20.7 0.008
288 59.4 0.007
288 79.6 0.006
288 100.1 0.007
288 119.4 0.007
288 161.6 0.023
288 201.4 0.031
288 249.7 0.13
288 301.4 0.2
289 4.5 0.008
289 60.6 0.009
289 79.6 0.007
289 159.8 0.024
289 198.9 0.098
289 249.8 0.11
289 299.2 0.18
289 498.3 0.58
290 99.7 0.005
290 119.9 0.017
290 159.8 0.031
290 201 0.085
290 298.9 0.09
290 499.7 0.15
290 3.8 0.008
290 20.3 0.015
290 59.5 0.01
290 79.1 0.011
290 100.9 0.011
290 121 0.011
290 159.4 0.028
290 200.1 0.1
290 251 0.14
290 300.5 0.12
291 4.6 0.009
291 20.3 0.01
291 58.8 0.011
291 79.1 0.016
291 99.2 0.02
291 119.8 0.081
291 158.5 0.121
291 199.8 0.166
291 250.6 0.19
291 299.9 0.2
271 79.6 0.013
271 99.7 0.046
271 119.9 0.064
271 149.8 0.104
271 199.8 0.144
271 299.9 0.18
271 450.7 0.31
271 6.2 0.024
271 38.6 0.014
272 4.5 0.008
272 20.8 0.01
272 39.7 0.013
272 79.8 0.005
272 99.3 0.01
272 119.6 0.055
272 150.3 0.118
272 202 0.161
272 301.1 0.2
272 400.7 0.32
273 5.2 0.006
273 20.2 0.006
273 40.2 0.008
273 80.6 0.028
273 100.5 0.154
273 121.1 0.316
273 151 0.341
273 199.5 0.444
273 300.3 0.97
273 420.2 1.09
273 5.9 0.003
273 60.4 0.015
273 69.7 0.055
273 80.4 0.151
273 99.6 0.301
273 120.6 0.351
273 199.6 0.595
273 299.3 1.45
273 499.8 1.6
275 5.2 0.006
275 20.6 0.002
275 39.7 0.005
275 60.1 0.004
275 80.5 0.004
275 100.3 0.008
275 119.4 0.041
275 150.1 0.068
275 200.9 0.129
275 300.4 0.17
275 440.2 0.24
275 5 0.004
275 20.7 0.003
275 39.1 0.002
275 79.9 0.003
275 100.3 0.001
275 119.7 0.026
275 150 0.044
275 199.4 0.106
275 300.1 0.15
275 439.9 0.25
277 120.6 0.002
277 149.3 0.036
277 200.1 0.117
277 300.7 0.17
277 441 0.28
277 120.5 0.008
277 151.5 0.051
277 200.9 0.11
277 301.2 0.18
277 440.8 0.27
278 150.6 0.008
278 199.8 0.026
278 281.5 0.11
278 401 0.2
279 150.1 0.045
279 201.3 0.088
279 301.7 0.17
280 119.8 0.001
280 151.1 0.036
280 199.6 0.103
280 302 0.28
282 4.4 0.024
282 20 0.011
282 38.9 0.012
282 79.1 0.01
282 99.6 0.012
282 119.6 0.013
282 149.7 0.012
282 201.3 0.027
282 303.5 0.18
282 402.5 0.46
282 5.1 0.008
282 19.9 0.012
282 39.6 0.011
282 78.9 0.008
282 100 0.008
282 119.7 0.009
282 149.2 0.016
282 199.8 0.065
282 300.2 0.18
282 400.3 0.36
283 5.3 0.009
283 19.9 0.01
283 40.4 0.01
283 79.7 0.01
283 100.4 0.01
283 119.3 0.009
283 149.3 0.019
283 200.1 0.098
283 298.8 0.2
283 400.3 0.36
283 6.2 0.009
283 41.4 0.01
283 80.1 0.01
283 101.5 0.01
283 151.2 0.028
283 199.4 0.056
283 300.6 0.17
283 400.3 0.25
284 5.9 0.009
284 39.2 0.01
284 79.6 0.012
284 99.9 0.024
284 119 0.013
284 148.8 0.037
284 197.6 0.09
284 299 0.27
284 400.2 0.36
285 5 0.007
285 19.2 0.015
285 40.2 0.008
285 79.3 0.009
285 100.1 0.009
285 150.4 0.017
285 199.2 0.062
285 301.2 0.1
285 400.5 0.19
285 4.9 0.01
285 19.5 0.009
285 40.5 0.01
285 80 0.011
285 99.3 0.011
285 118.9 0.03
285 149.5 0.056
285 200.1 0.108
285 301.9 0.24
285 5.6 0.013
285 19.8 0.014
285 40.6 0.012
285 80.7 0.011
285 100.7 0.013
285 149.8 0.07
285 200.1 0.085
285 301 0.2
285 399.3 0.23
286 6 0.011
286 19.3 0.014
286 40.1 0.011
286 80.2 0.014
286 100.1 0.017
286 149.6 0.05
286 200.3 0.11
286 299.6 0.2
286 399.9 0.27
286 5.1 0.012
286 20.4 0.014
286 40.7 0.013
286 80.1 0.014
286 100.8 0.025
286 150.5 0.055
286 200.3 0.095
286 301.2 0.13
286 400.7 0.18
272 119.6 0.058
272 148.3 0.073
272 202.4 0.046
272 300.7 0.13
272 399.3 0.22
272 98.5 0.003
272 120.4 0.014
272 147 0.008
272 200.1 0.102
272 302.6 0.2
272 499.9 0.37
273 299 0.2
274 100.6 0.003
274 119.9 0.024
274 149.7 0.056
274 202.7 0.083
274 299.8 0.19
274 400.4 0.27
274 199.8 0.082
275 150.9 0.018
275 201.3 0.061
275 301.1 0.19
275 400.9 0.26
275 80.6 0.002
275 201.4 0.03
275 300.5 0.18
275 400.8 0.3
275 39.2 0.01
275 300.5 0.17
275 400.8 0.33
276 100 0.002
276 125.2 0.004
276 149.6 0.004
276 200.4 0.03
276 300.7 0.2
276 399.7 0.32
277 3.5 0.011
277 49.2 0.003
277 79.9 0.002
277 100.7 0.001
277 121.3 0.002
277 150.7 0.009
277 201.5 0.03
277 301.1 0.28
277 400.5 0.57
279 4 0.002
279 20 0.003
279 40.4 0.002
279 79.9 0.006
279 100.7 0.004
279 120.6 0.007
279 151.3 0.021
279 200.5 0.114
279 300.4 0.33
279 400.6 0.63
280 3.7 0.01
280 19.3 0.004
280 40.6 0.003
280 79.2 0.004
280 100.9 0.003
280 119.1 0.006
280 150.4 0.004
280 202.4 0.041
280 298.8 0.32
280 402 0.56
281 3.2 0.002
281 19.7 0.002
281 40.2 0.002
281 78.9 0.004
281 99.7 0.008
281 118.9 0.003
281 149.7 0.007
281 200.1 0.037
281 299.7 0.25
281 399.6 0.3
285 3.3 0.003
285 20.2 0.006
285 41.3 0.004
285 80.1 0.003
285 100.3 0.006
285 121 0.012
285 150.3 0.092
285 199.8 0.135
285 300.6 0.27
285 401.7 0.34
270 3.4 0.002
270 19.6 0.003
270 39.6 0.005
270 81 0.017
270 101.5 0.027
270 119.4 0.018
270 151.1 0.038
270 3 0.002
270 19.2 0.002
270 39.9 0.002
270 80.4 0.006
270 101.1 0.003
270 119.9 0.014
270 149.8 0.224
271 3.7 0.002
271 18.3 0.003
271 41.4 0.002
271 78.7 0.009
271 99.7 0.018
271 117.2 0.046
271 150.5 0.052
272 19.9 0.003
272 40.4 0.002
272 80.8 0.002
272 101 0.002
272 120.4 0.014
272 150.2 0.055
272 39.5 0.004
272 80.1 0.001
272 100 0.001
272 120.1 0.003
272 150 0.008
273 2.8 0.004
273 20.1 0.004
273 40.2 0.004
273 81.2 0.004
273 101.4 0.004
273 120.9 0.005
273 139.8 0.007
274 39.8 0.001
274 80.2 0.001
274 120.4 0.001
274 140.1 0.004
274 39.7 0.001
274 100.5 0.002
275 3 0.002
275 19.1 0.001
275 40 0.003
275 79.7 0.001
275 100.3 0.004
275 119.1 0.002
275 139.6 0.004
275 3.9 0.003
275 20.1 0.003
275 40.2 0.001
275 80.3 0.002
275 103.2 0.003
275 120.3 0.004
275 148.9 0.006
279 19.7 0.003
279 80.4 0.003
279 100 0.004
279 150.9 0.012
280 119 0.002
280 150.5 0.004
280 99.6 0.01
280 120.2 0.001
280 149 0.006
281 3.4 0.001
281 100.2 0.002
281 148.7 0.002
282 119.3 0.008
282 150.5 0.056
283 78.4 0.001
283 119.7 0.002
283 150.4 0.012
283 79.8 0.001
283 120 0.007
283 149.3 0.073
261 20.8 0.002
261 40.9 0.006
261 80.8 0.003
261 100.7 0.005
261 123 0.036
261 149.9 0.083
262 2.7 0.002
262 20.1 0.003
262 40.3 0.003
262 78.3 0.003
262 99.8 0.004
262 120 0.008
262 150.1 0.009
262 3.4 0.004
262 20.5 0.006
262 40.9 0.004
262 80 0.008
262 100.9 0.002
262 121.5 0.008
262 150.8 0.017
263 3.2 0.004
263 20.2 0.008
263 40.4 0.005
263 81.1 0.005
263 100.2 0.005
263 121 0.004
263 151.4 0.032
263 2.5 0.006
263 20 0.006
263 39.8 0.002
263 78.7 0.004
263 99.6 0.006
263 121.8 0.003
263 153.9 0.005
264 5.2 0.001
264 20.5 0.002
264 79.1 0.001
264 99.9 0.001
264 119.3 0.001
264 150.3 0.006
264 19.7 0.012
264 41.7 0.009
264 98.5 0.004
264 122.8 0.002
264 151.6 0.01
265 3.8 0.002
265 19.9 0.004
265 40.2 0.001
265 100 0.003
265 120.3 0.002
265 150.4 0.005
268 20.3 0.001
268 100.8 0.006
268 120.5 0.005
268 150.9 0.013
268 3.6 0.003
268 19.6 0.004
268 38.2 0.004
268 79.9 0.005
268 100.1 0.008
268 118.9 0.001
268 149.3 0.003
269 3.6 0.001
269 81.1 0.003
270 2.7 0.001
270 20.2 0.002
270 40.5 0.001
270 101.4 0.002
270 119.7 0.005
270 150.1 0.003
271 3.8 0.002
271 19.3 0.004
271 40.1 0.003
271 80.5 0.002
271 121.7 0.031
271 152.5 0.064
274 80.2 0.002
274 99 0.004
274 118.5 0.036
274 151.9 0.043
274 4.6 0.003
274 99.3 0.001
274 118.1 0.012
274 149.3 0.014
275 98.8 0.001
275 119.6 0.008
275 150.1 0.029
276 147.4 0.002
276 80 0.002
276 99.8 0.002
276 150.5 0.005
277 20.3 0.001
277 80.7 0.001
277 149.9 0.005
278 146.1 0.009
278 80.8 0.003
278 149.4 0.005
279 150.3 0.004
279 150.4 0.002
280 20.4 0.003
280 79.1 0.001
280 4 0.001
280 150.3 0.001
281 20.1 0.001
281 79.4 0.002
281 99.9 0.001
281 151.9 0.001
281 19.4 0.003
281 100.6 0.005
281 120.8 0.001
281 149.8 0.004
282 3.8 0.001
282 19.4 0.004
282 40 0.004
282 149.5 0.012
