"Depth" "NO3_WOA"
247.419174194336 3.52149408982429
242.331481933594 3.42758464785125
237.340728759766 3.33546452313461
232.444915771484 3.24509681963148
227.642074584961 3.15644520459732
222.930313110352 3.09348930289131
218.307708740234 3.06180054481238
213.772445678711 3.03071052661615
209.322677612305 3.00020659150216
204.956649780273 2.9702767102799
200.672607421875 2.94090885375885
196.468841552734 2.85625287000161
192.343658447266 2.76274223449672
188.29541015625 2.67097557573372
184.322494506836 2.5809165752759
180.423309326172 2.49252891468654
176.596282958984 2.40577696730868
172.839920043945 2.31119721557776
169.152679443359 2.21151767272297
165.533096313477 2.11366715771879
161.979736328125 2.0176068955048
158.491180419922 1.92329852352121
155.066009521484 1.83070367920822
151.702865600586 1.73978565000862
148.400421142578 1.64770053031292
145.157333374023 1.55433490202604
141.972305297852 1.46264076092801
138.844055175781 1.37258120690744
135.771362304688 1.28412109700109
132.752975463867 1.19722440967165
129.787689208984 1.11185644124292
126.874328613281 1.02798336661279
124.011711120605 0.955740816386816
121.198699951172 0.903703118172866
118.434173583984 0.852562336947607
115.717018127441 0.802297866907682
113.04615020752 0.752889666792287
110.420509338379 0.70431811874754
107.83903503418 0.656563604919557
105.30069732666 0.609607071997014
102.804481506348 0.563429748939862
100.349388122559 0.518013146979336
97.9344329833984 0.468964627404119
95.5586547851562 0.419983877943742
93.2210998535156 0.395542691742393
90.9208374023438 0.378831481068645
88.6569442749023 0.376664407308177
86.4285202026367 0.384168610998157
84.2346649169922 0.384166140809956
82.0745010375977 0.370581405264613
79.9471664428711 0.357109853462388
77.8518218994141 0.340233663740805
75.7876129150391 0.32360824404356
73.7537155151367 0.312507395768613
71.7493286132812 0.304856266683156
69.7736358642578 0.297652356138265
67.8258590698242 0.293122990082495
65.9052047729492 0.288656694764678
64.0109252929688 0.285646122025558
62.1422424316406 0.283935137071745
60.2984199523926 0.282246914535551
58.4787178039551 0.271593697784018
56.6824073791504 0.259337150584884
54.9087715148926 0.247797904425426
53.1571006774902 0.246648157063808
51.4266929626465 0.245512366216473
49.716854095459 0.244644667282505
48.0269050598145 0.245054952801547
46.3561668395996 0.24546057432232
44.703971862793 0.245380906853708
43.0696601867676 0.243123356274465
41.4525756835938 0.24088960238873
39.8520698547363 0.238687066580935
38.2675094604492 0.236587329663163
36.6982574462891 0.234507878227106
35.1436805725098 0.232447873152414
33.6031646728516 0.227361642442738
32.0760917663574 0.222009330069146
30.5618476867676 0.216701982077206
29.0598278045654 0.211422336388353
27.5694351196289 0.206174581304699
26.0900688171387 0.200965650723555
24.6211376190186 0.198181507000433
23.1620578765869 0.202240873786889
21.7122421264648 0.206274466832816
20.271110534668 0.210283899318598
18.8380889892578 0.217557520830568
17.4126033782959 0.225555762172701
15.9940814971924 0.233514930800511
14.5819578170776 0.241591605272351
13.1756677627563 0.249998196962864
11.7746477127075 0.258373285355753
10.3783378601074 0.266720216892514
8.98617935180664 0.271846589778773
7.59761571884155 0.275770216670316
6.21209096908569 0.279685256671351
4.82905149459839 0.282882630016493
3.44794321060181 0.281043833363255
2.06821441650391 0.279206873351964
0.689312875270844 0.2773710147386
