"x","Regression","Conf_Lower","Conf_Upper","Slope"
0.00509161177716477,10.2363145773639,9.64806005036404,10.8245691043637,-0.992600209002041
0.057530068912696,10.1842641538514,9.60442842311552,10.7640998845873,-0.992600209002041
0.109968526048227,10.1322137303389,9.56074522476702,10.7036822359108,-0.992600209002041
0.162406983183759,10.0801633068264,9.51700815662046,10.6433184570324,-0.992600209002041
0.21484544031929,10.028112883314,9.47321479747583,10.5830109691521,-0.992600209002041
0.267283897454821,9.9760624598015,9.42936259675917,10.5227623228438,-0.992600209002041
0.319722354590352,9.92401203628903,9.38544886733433,10.4625752052437,-0.992600209002041
0.372160811725884,9.87196161277656,9.34147077800283,10.4024524475503,-0.992600209002041
0.424599268861415,9.81991118926408,9.29742534570114,10.342397032827,-0.992600209002041
0.477037725996946,9.76786076575161,9.25330942741033,10.2824121040929,-0.992600209002041
0.529476183132477,9.71581034223914,9.20911971180052,10.2225009726778,-0.992600209002041
0.581914640268009,9.66375991872666,9.1648527106407,10.1626671268126,-0.992600209002041
0.63435309740354,9.61170949521419,9.12050475001486,10.1029142404135,-0.992600209002041
0.686791554539071,9.55965907170172,9.07607196139696,10.0432461820065,-0.992600209002041
0.739230011674602,9.50760864818925,9.03155027265128,9.98366702372721,-0.992600209002041
0.791668468810134,9.45555822467677,8.98693539904069,9.92418105031285,-0.992600209002041
0.844106925945665,9.4035078011643,8.94222283434357,9.86479276798503,-0.992600209002041
0.896545383081196,9.35145737765183,8.89740784220132,9.80550691310234,-0.992600209002041
0.948983840216727,9.29940695413935,8.85248544784187,9.74632846043684,-0.992600209002041
1.00142229735226,9.24735653062688,8.80745043035097,9.68726263090279,-0.992600209002041
1.05386075448779,9.19530610711441,8.76229731569203,9.62831489853679,-0.992600209002041
1.10629921162332,9.14325568360194,8.71702037070711,9.56949099649676,-0.992600209002041
1.15873766875885,9.09120526008946,8.67161359836537,9.51079692181355,-0.992600209002041
1.21117612589438,9.03915483657699,8.62607073456072,9.45223893859325,-0.992600209002041
1.26361458302991,8.98710441306452,8.58038524679724,9.39382357933179,-0.992600209002041
1.31605304016545,8.93505398955204,8.53455033513666,9.33555764396742,-0.992600209002041
1.36849149730098,8.88300356603957,8.48855893581707,9.27744819626207,-0.992600209002041
1.42092995443651,8.8309531425271,8.44240372798241,9.21950255707178,-0.992600209002041
1.47336841157204,8.77890271901462,8.39607714398726,9.16172829404199,-0.992600209002041
1.52580686870757,8.72685229550215,8.34957138375679,9.10413320724751,-0.992600209002041
1.5782453258431,8.67480187198968,8.3028784336853,9.04672531029406,-0.992600209002041
1.63068378297863,8.62275144847721,8.25599009054366,8.98951280641075,-0.992600209002041
1.68312224011416,8.57070102496473,8.20889799083328,8.93250405909618,-0.992600209002041
1.7355606972497,8.51865060145226,8.16159364596679,8.87570755693773,-0.992600209002041
1.78799915438523,8.46660017793979,8.11406848357069,8.81913187230889,-0.992600209002041
1.84043761152076,8.41454975442731,8.0663138950887,8.76278561376593,-0.992600209002041
1.89287606865629,8.36249933091484,8.01832128971491,8.70667737211477,-0.992600209002041
1.94531452579182,8.31044890740237,7.97008215450264,8.6508156603021,-0.992600209002041
1.99775298292735,8.25839848388989,7.92158812027982,8.59520884749997,-0.992600209002041
2.05019144006288,8.20634806037742,7.87283103275941,8.53986508799544,-0.992600209002041
2.10262989719841,8.15429763686495,7.82380302797166,8.48479224575824,-0.992600209002041
2.15506835433395,8.10224721335248,7.77449661087514,8.42999781582982,-0.992600209002041
2.20750681146948,8.05019678984,7.72490473573884,8.37548884394117,-0.992600209002041
2.25994526860501,7.99814636632753,7.67502088664693,8.32127184600813,-0.992600209002041
2.31238372574054,7.94609594281506,7.62483915627719,8.26735272935293,-0.992600209002041
2.36482218287607,7.89404551930259,7.57435432096453,8.21373671764064,-0.992600209002041
2.4172606400116,7.84199509579011,7.52356190999854,8.16042828158169,-0.992600209002041
2.46969909714713,7.78994467227764,7.47245826713203,8.10743107742325,-0.992600209002041
2.52213755428266,7.73789424876517,7.42104060240528,8.05474789512506,-0.992600209002041
2.5745760114182,7.68584382525269,7.36930703261842,8.00238061788697,-0.992600209002041
2.62701446855373,7.63379340174022,7.31725660910594,7.9503301943745,-0.992600209002041
2.67945292568926,7.58174297822775,7.26488933186786,7.89859662458764,-0.992600209002041
2.73189138282479,7.52969255471528,7.21220614956966,7.84717895986089,-0.992600209002041
2.78432983996032,7.4776421312028,7.15920894541123,7.79607531699438,-0.992600209002041
2.83676829709585,7.42559170769033,7.10590050935227,7.74528290602839,-0.992600209002041
2.88920675423138,7.37354128417786,7.05228449763999,7.69479807071573,-0.992600209002041
2.94164521136691,7.32149086066538,6.99836538098479,7.64461634034598,-0.992600209002041
2.99408366850245,7.26944043715291,6.94414838305174,7.59473249125408,-0.992600209002041
3.04652212563798,7.21739001364044,6.8896394111631,7.54514061611778,-0.992600209002041
3.09896058277351,7.16533959012797,6.83484498123468,7.49583419902125,-0.992600209002041
3.15139903990904,7.11328916661549,6.77977213899748,7.44680619423351,-0.992600209002041
3.20383749704457,7.06123874310302,6.72442837949295,7.39804910671309,-0.992600209002041
3.2562759541801,7.00918831959055,6.66882156669082,7.34955507249027,-0.992600209002041
3.30871441131563,6.95713789607807,6.61295985487814,7.30131593727801,-0.992600209002041
3.36115286845116,6.9050874725656,6.55685161322699,7.25332333190421,-0.992600209002041
3.4135913255867,6.85303704905313,6.50050535468403,7.20556874342223,-0.992600209002041
3.46602978272223,6.80098662554065,6.44392967005518,7.15804358102613,-0.992600209002041
