Date,Depth,Temp,Sal,NO3,PO4
19881020,2000.5,3.817,34.993,-999,-999
19881020,2200.3,3.577,34.982,-999,-999
19881020,2398.9,3.317,-999,-999,-999
19881020,2600,3.127,34.957,-999,-999
19881020,2801.7,2.927,34.944,-999,-999
19881020,3000.9,2.737,34.943,-999,-999
19881020,3200.6,2.557,34.927,-999,-999
19881020,3400.3,2.407,-999,-999,-999
19881020,3600.4,2.327,34.917,-999,-999
19881020,3803.5,2.277,34.901,-999,-999
19881020,4001.5,2.247,34.893,-999,-999
19881020,4202.4,2.237,34.888,-999,-999
19881021,1,-999,36.389,0,0
19881021,10,-999,36.39,0,0
19881021,25,-999,36.454,0,0
19881021,50,-999,36.499,0,0
19881021,100,-999,36.67,2.2,0.04
19881021,150,-999,36.569,1.31,0
19881021,200,-999,36.548,2.55,0.05
19881021,225,-999,36.552,2.74,0
19881021,250,-999,36.544,2.51,0.06
19881021,300,-999,36.512,3.92,0.07
19881021,400,-999,36.445,5.23,0.19
19881021,500,-999,36.303,-999,-999
19881123,3.9,24.087,36.455,0,0
19881123,10.9,24.106,36.481,0,0.04
19881123,25.8,24.105,36.449,0.09,0
19881123,51.8,24.056,36.466,0.07,0.04
19881123,99.7,20.837,36.692,0.11,0
19881123,153.4,19.092,36.584,0.38,0.07
19881123,200.1,18.624,36.553,2.52,0.11
19881123,250.1,18.42,36.577,2.72,0.14
19881123,1196.3,5.343,35.072,18.38,-999
19881123,1400.4,4.634,35.029,18.19,-999
19881123,1604.7,4.318,35.016,-999,-999
19881123,1802.4,4.064,-999,18.7,-999
19881123,300.9,18.054,36.497,3.99,0.17
19881123,300.9,18.054,36.495,-999,-999
19881123,400.1,17.556,36.558,5.93,0.32
19881123,501.3,16.414,36.237,8.86,0.43
19881123,501.3,16.414,36.235,-999,-999
19881123,600.1,14.802,35.978,11.4,0.6
19881123,750.5,11.575,35.511,-999,1.14
19881123,750.5,11.575,35.515,-999,-999
19881123,801.2,10.456,35.374,20.91,1.25
19881123,903.6,8.403,35.176,-999,1.45
19881123,1000,6.919,35.103,-999,1.39
19881123,1000,6.919,35.102,-999,-999
19881124,3.8,24.106,-999,-999,-999
19881124,11.1,24.096,-999,-999,-999
19881124,26.3,24.109,-999,-999,-999
19881124,50.7,24.111,-999,-999,-999
19881124,76.4,21.818,36.72,0.7,0.04
19881124,100.9,20.526,-999,-999,-999
19881124,124.7,19.82,-999,1.03,0.11
19881124,150,19.205,-999,-999,-999
19881124,175,18.802,36.564,2.47,0.09
19881124,199,18.611,-999,-999,-999
19881124,224.2,18.513,36.549,2.7,0.04
19881124,249.5,18.372,-999,-999,-999
19881128,1998.6,3.868,-999,-999,-999
19881128,2197.3,3.585,34.986,18.96,-999
19881128,2396.4,3.324,34.969,18.83,-999
19881128,2598.8,3.123,34.955,19.14,1.09
19881128,2796.5,2.959,34.947,19.01,1.15
19881128,2997.6,2.772,-999,-999,-999
19881128,3200.4,2.567,34.928,18,1.16
19881128,3399.2,2.436,34.918,17.69,1.19
19881128,3600.9,2.345,34.913,18.76,1.14
19881128,3798,2.288,-999,19.34,1.16
19881128,4003,2.251,34.894,19.34,1.24
19881128,4003.1,2.252,-999,-999,-999
19881217,2005.8,3.83,34.997,18.52,1.12
19881217,2207.7,3.6,34.995,18.19,1.17
19881217,2409.1,3.37,34.977,18.84,1.14
19881217,2607.1,3.14,34.959,-999,-999
19881217,2803.2,2.97,-999,18.13,1.14
19881217,3008.1,2.76,34.936,17.86,-999
19881217,3207.8,2.58,34.928,17.74,1.19
19881217,3408,2.43,34.915,18.13,1.18
19881217,3607.8,2.33,-999,18.91,1.22
19881217,3808.7,2.26,34.904,18.84,1.24
19881217,4006,2.22,34.898,18.91,1.27
19881217,4210.6,2.22,34.896,19.03,1.34
19881219,3.2,21.46,36.535,0.06,0
19881219,17.2,21.47,36.533,0.05,0
19881219,34.2,21.47,36.553,0,0
19881219,60.7,21.47,36.54,0,0
19881219,84.4,21.43,36.532,0.05,0.04
19881219,108.2,20.07,36.643,0.19,0.03
19881219,130.3,19.44,36.616,0.58,0
19881219,154.9,19.09,36.605,1.39,0.04
19881219,1206,5.71,-999,-999,-999
19881219,1408.4,4.95,-999,-999,-999
19881219,1611,4.66,-999,-999,-999
19881219,1805.5,4.22,-999,-999,-999
19881219,306.3,17.88,36.478,4.76,0.18
19881219,307.2,17.87,-999,4.7,0.2
19881219,408.4,17.25,36.389,5.82,0.22
19881219,506,15.97,36.166,9.68,0.42
19881219,508.4,15.97,-999,9.94,0.45
19881219,606.7,14.37,35.906,13.02,0.67
19881219,758.4,11.21,35.473,19.35,1.12
19881219,759.3,11.19,-999,-999,-999
19881219,808.3,10.04,35.292,23.91,1.33
19881219,907.3,8.42,35.18,24.36,1.36
19881219,1007,7.01,35.116,23.91,1.34
19881219,1007.3,7.01,-999,23.39,1.36
19881219,4.2,21.45,36.541,0,0
19881219,18.9,21.45,-999,0,0
19881219,32.9,21.44,36.534,0,0
19881219,57.8,21.44,-999,0,0
19881219,82.3,21.43,-999,0.06,0
19881219,107.9,19.78,36.619,0.23,0.03
19881219,156.6,18.86,36.592,2.4,0.06
19881219,182.3,18.62,36.579,3.4,0.14
19881219,209,18.39,36.554,3.94,0.13
19881219,231.4,18.26,36.553,4.1,0.13
19881219,259.9,18.05,36.503,4.31,0.14
19881219,2.1,21.777,-999,-999,-999
19881219,17.1,21.803,-999,-999,-999
19881219,32.1,21.805,-999,-999,-999
19881219,57.3,21.799,-999,-999,-999
19881219,81.8,21.57,-999,-999,-999
19881219,107,19.736,-999,-999,-999
19881219,131.9,19.34,-999,0.16,0.03
19881219,157.2,19.005,-999,-999,-999
19881219,181.1,18.629,-999,-999,-999
19881219,207,18.458,-999,-999,-999
19881219,230.8,18.301,-999,-999,-999
19881219,261,18.139,-999,-999,-999
19890126,4.8,20.844,36.634,0.1,0
19890126,16.3,20.853,36.63,0.07,0
19890126,35.1,20.858,36.634,0,0.04
19890126,49.5,20.862,36.632,0.06,0
19890126,63.5,20.862,36.632,0.05,0
19890126,76.4,20.863,36.628,0.06,0.05
19890126,94.6,20.862,36.631,0.06,0.04
19890126,125.1,20.241,36.627,0.43,0.04
19890126,158,19.264,36.599,1.15,0.07
19890126,205.7,18.701,36.56,2.56,0.12
19890126,228.7,18.515,36.54,2.77,0.15
19890126,251.2,18.403,36.532,2.93,0.16
19890126,302.5,18.114,36.505,3.87,0.2
19890126,300.1,18.133,-999,3.84,0.18
19890126,399.7,17.576,36.425,5.7,0.25
19890126,504.8,16.403,36.236,8.72,0.42
19890126,504.7,16.406,-999,8.61,0.41
19890126,602.5,14.936,35.999,11.43,0.6
19890126,747.2,12.13,-999,-999,-999
19890126,751.9,12.112,-999,17.41,1.08
19890126,799.3,11.134,35.445,19.54,1.21
19890126,899.9,8.843,35.211,21.9,1.42
19890126,1006,7.107,35.106,21.53,1.41
19890126,1004.9,7.135,-999,21.49,1.41
19890127,1597.6,4.582,35.053,18.11,1.13
19890127,1792,4.171,35.026,17.74,1.13
19890127,2000.6,3.925,35.01,17.65,1.13
19890127,2201.4,3.671,34.992,17.98,1.14
19890127,2460.6,3.28,34.97,17.72,1.14
19890127,2608.5,3.11,34.952,17.88,1.13
19890127,2803.5,2.907,34.943,17.66,1.14
19890127,3397.7,2.356,34.906,18.04,1.21
19890127,3599.6,2.262,34.901,18.15,1.22
19890127,3799,2.223,34.891,18.31,1.23
19890127,4003,2.207,34.897,18.65,1.25
19890127,4200.1,2.217,34.904,18.43,1.26
19890127,2.5,20.878,36.648,0.05,0.06
19890127,8.7,20.879,36.648,0.06,0.06
19890127,20.2,20.889,36.646,0,0.04
19890127,44.4,20.892,36.646,0.06,0.04
19890127,61.3,20.885,36.646,0.12,0.03
19890127,79.2,20.772,36.625,0.07,0.03
19890127,98.6,20.514,36.591,0.21,0.06
19890127,117.5,20.426,36.593,0.27,0.05
19890128,2.4,20.875,-999,-999,-999
19890128,5.5,20.79,-999,-999,-999
19890128,19.7,20.795,-999,-999,-999
19890128,42.9,20.784,-999,-999,-999
19890128,63.6,20.779,-999,-999,-999
19890128,83.1,20.781,-999,-999,-999
19890128,101.6,20.768,-999,-999,-999
19890128,127.1,20.08,-999,-999,-999
19890128,174.5,18.881,-999,-999,-999
19890128,202,18.59,-999,-999,-999
19890128,226,18.518,-999,-999,-999
19890128,249,18.423,-999,-999,-999
19890217,2006.1,3.822,34.987,17.71,1.12
19890217,2207,3.627,34.987,17.83,1.17
19890217,2408.8,3.396,34.976,18.14,1.16
19890217,2609.6,3.138,34.955,17.89,1.2
19890217,2805.2,2.956,34.944,17.98,1.19
19890217,3005.9,2.716,34.931,17.68,1.19
19890217,3207.2,2.559,-999,-999,-999
19890217,3408.3,2.388,34.91,17.92,1.23
19890217,3606.9,2.305,34.895,18.16,1.29
19890217,3808.1,2.253,34.89,18.59,1.29
19890217,4188.8,2.217,34.91,18.48,1.32
19890218,306.4,18.729,36.56,-999,-999
19890218,305.5,18.735,36.567,2.89,0.14
19890218,409.5,18.104,36.497,4.2,0.19
19890218,507.7,17.302,36.39,5.98,0.23
19890218,508.6,17.303,36.392,5.87,0.24
19890218,607.9,15.941,36.147,9.91,0.48
19890218,760,12.304,35.578,18.27,1.1
19890218,758.1,12.337,35.587,17.93,1.1
19890218,808.4,11.121,35.419,20.8,1.29
19890218,907.1,8.811,35.17,23.26,1.47
19890218,1005.6,7.123,35.103,21.63,1.44
19890218,1006.8,7.106,35.112,21.97,1.42
19890219,3,19.879,36.626,0.18,0.05
19890219,26.6,19.605,36.616,0.19,0
19890219,37.8,19.482,36.61,0.41,0.04
19890219,52.9,19.415,36.611,0.78,0.03
19890219,80.3,19.399,36.609,0.89,0.03
19890219,106.9,19.389,36.638,0.11,0.04
19890219,156.7,19.387,36.612,0.32,0
19890219,206.3,19.256,36.623,0.96,0.04
19890219,1208.5,5.133,35.033,18.48,1.23
19890219,1407.7,4.478,-999,17.87,1.16
19890219,1608.9,4.252,35.008,17.25,1.12
19890219,1808.9,3.987,34.995,17.53,1.14
19890219,3.3,19.928,36.621,0.18,0
19890219,17.7,19.438,36.612,0.3,0.03
19890219,28.1,19.421,36.615,0.38,0
19890219,32.3,19.419,36.611,0.53,0
19890219,38.2,19.417,36.619,0.58,0
19890219,42.5,19.416,36.613,0.62,0
19890219,53.8,19.413,36.615,0.6,0
19890219,93.7,19.389,36.662,0.85,0
19890219,107.4,19.377,36.61,0.96,0.03
19890219,156.9,19.381,36.61,0.93,0.03
19890219,205.3,19.265,36.608,1.32,0.05
19890219,254.9,19.164,36.603,1.31,0.04
19890220,4.3,20.007,-999,-999,-999
19890220,16.6,19.851,-999,-999,-999
19890220,27.6,19.733,-999,-999,-999
19890220,32.2,19.528,-999,-999,-999
19890220,37.2,19.503,-999,-999,-999
19890220,53.1,19.442,-999,-999,-999
19890220,93,19.385,-999,-999,-999
19890220,105.4,19.382,-999,-999,-999
19890220,156.2,19.34,-999,-999,-999
19890220,179.8,19.263,-999,-999,-999
19890220,206.8,19.205,-999,-999,-999
19890220,308.3,18.755,-999,-999,-999
19890324,2007.9,3.795,34.991,17.84,1.1
19890324,2204.3,3.628,34.986,18.23,1.17
19890324,2404.3,3.374,34.974,18.05,1.17
19890324,2601.3,3.158,34.971,18.1,1.15
19890324,2808.5,2.915,-999,-999,-999
19890324,3006.3,2.731,34.937,18.02,1.17
19890324,3208,2.548,34.923,-999,-999
19890324,3402,2.409,34.913,18.05,1.2
19890324,3604,2.321,34.922,18.43,1.23
19890324,3805.6,2.271,34.903,18.69,1.26
19890324,4007.9,2.239,34.905,18.69,1.28
19890324,4198.2,2.229,34.915,19.03,-999
19890325,5.4,20.926,36.624,0.18,0
19890325,15.7,20.897,36.627,0.14,0
19890325,25,20.582,36.656,0.27,0
19890325,37.1,20.414,36.616,0.2,0
19890325,52.9,20.36,36.673,0.15,0
19890325,71.3,19.937,36.626,0.06,0
19890325,90.9,19.661,36.617,0.05,0
19890325,103.9,19.495,36.682,0.97,0
19890325,1199.4,5.147,35.042,18.9,1.16
19890325,1402.7,4.5,35.012,18.3,1.1
19890325,1605,4.142,35,17.69,-999
19890325,1799.9,3.934,34.99,17.41,1.11
19890325,307,18.447,36.54,3.42,0.08
19890325,306.5,18.444,36.54,3.35,0.07
19890325,405.4,18.058,36.498,4.44,0.13
19890325,504.3,17.323,36.393,6.5,0.23
19890325,505.1,17.312,36.391,6.56,0.28
19890325,606.3,15.623,36.104,10.99,0.53
19890325,757.2,12.2,35.587,17.99,1.06
19890325,755.4,12.252,35.586,18.2,1.05
19890325,808,11.09,35.434,20.37,1.25
19890325,906.2,8.665,35.168,23.08,1.48
19890325,1003.8,7.044,35.126,21.55,1.38
19890325,1006.2,7.011,35.126,21.41,1.41
19890325,6.1,21.035,36.624,0,0
19890325,17.1,20.934,36.626,0.05,0
19890325,27.1,20.534,36.625,0,0
19890325,37.1,20.4,36.614,0,0
19890325,54.8,20.19,36.615,0.05,0
19890325,69.5,19.801,36.615,0,0
19890325,81.2,19.813,36.614,0.05,0
19890325,102.4,19.494,36.616,0.92,0
19890325,150.7,19.313,36.607,1.11,0
19890325,199.8,19.188,36.599,1.48,0.03
19890325,249.6,18.83,36.572,2.73,0.04
19890325,15.3,20.931,-999,-999,-999
19890325,91.1,19.626,36.617,0.28,0
19890325,4.5,20.805,-999,-999,-999
19890325,16,20.792,-999,-999,-999
19890325,26.5,20.785,-999,-999,-999
19890325,33,20.449,-999,-999,-999
19890325,54.5,20.32,-999,-999,-999
19890325,71.6,19.88,-999,-999,-999
19890325,81.2,19.813,-999,-999,-999
19890325,91.3,19.729,-999,-999,-999
19890325,102.6,19.638,-999,-999,-999
19890325,150.4,19.35,-999,-999,-999
19890325,201.2,19.205,-999,-999,-999
19890325,254.3,18.805,-999,-999,-999
19890416,300.1,18.006,36.49,4.63,0.13
19890416,301.2,18.006,36.487,4.76,0.12
19890416,401.9,17.115,36.361,6.99,0.27
19890416,502.4,15.771,36.128,10.76,0.5
19890416,502.7,15.776,36.127,10.67,0.46
19890416,601.4,13.66,35.787,15.47,0.79
19890416,752.8,9.853,-999,-999,-999
19890416,753,9.877,35.277,22.19,1.35
19890416,802,8.627,35.173,23.23,1.42
19890416,902.9,7.051,35.104,21.58,1.32
19890416,1004.6,5.854,35.062,20.18,-999
19890416,1006.2,5.857,35.064,20.24,1.28
19890416,1999.5,3.703,34.984,17.99,1.13
19890416,2201.3,3.467,34.973,18.14,-999
19890416,2400.9,3.289,34.968,18.19,1.16
19890416,2601,3.063,34.963,18.27,1.15
19890416,2799.8,2.814,34.94,18.01,1.18
19890416,2999.1,2.62,34.929,17.75,1.15
19890416,3198.5,2.46,34.917,18.07,1.12
19890416,3397.8,2.335,34.908,17.99,1.2
19890416,3598.7,2.263,-999,18.69,1.19
19890416,3800,2.211,34.896,18.8,1.25
19890416,4000.6,2.201,34.894,18.75,1.33
19890416,4198.2,2.204,-999,19.14,1.33
19890417,5.1,20.961,36.453,0,0
19890417,17.2,20.976,36.565,0,0
19890417,31.5,20.744,36.587,0,0
19890417,50.8,20.039,36.61,0,0
19890417,65.3,19.677,36.607,0,0
19890417,73.4,19.514,36.605,0.05,0
19890417,86.1,19.456,36.604,0.11,0
19890417,96.1,19.38,36.617,0.52,0
19890417,1200.2,4.956,35.049,18.58,-999
19890417,1401.3,4.319,34.998,17.69,-999
19890417,1600.5,4.001,34.979,17.71,-999
19890417,1804.3,3.905,34.991,17.57,-999
19890417,4.6,20.965,36.487,0.06,0
19890417,17.2,20.983,36.56,0.05,0
19890417,30.9,20.812,36.575,0.06,0
19890417,48.8,20.492,36.62,0.06,0
19890417,69.4,19.784,36.607,0.05,0
19890417,79.7,19.453,36.605,0.19,0
19890417,89.2,19.354,36.604,0.73,0
19890417,106.9,19.288,36.602,1.37,0
19890417,113.7,19.261,36.601,1.51,0
19890417,148.7,19.112,36.596,1.67,0
19890417,199.2,18.707,36.562,2.88,0.06
19890417,248.6,18.383,36.535,3.42,0.1
19890418,6.3,20.864,-999,-999,-999
19890418,18.9,20.861,-999,-999,-999
19890418,33.3,20.714,-999,-999,-999
19890418,49.9,20.3,-999,-999,-999
19890418,70.3,19.64,-999,-999,-999
19890418,80.7,19.49,-999,-999,-999
19890418,88.3,19.41,-999,-999,-999
19890418,105.8,19.297,-999,-999,-999
19890418,115,19.253,-999,-999,-999
19890418,149.8,19.113,-999,-999,-999
19890418,199.8,18.691,-999,-999,-999
19890418,249.7,18.331,-999,-999,-999
19890515,1998.2,3.731,34.987,17.48,1.14
19890515,2198.1,3.492,34.976,17.56,-999
19890515,2402.4,3.311,34.971,18,1.21
19890515,2597.5,3.097,34.955,17.77,1.19
19890515,2800.9,2.902,34.943,17.71,1.23
19890515,3001.1,2.687,34.934,17.52,1.17
19890515,3199.5,2.521,34.923,17.43,1.17
19890515,3398.8,2.394,34.91,17.58,1.21
19890515,3599.8,2.307,34.903,17.86,1.24
19890515,3799.8,2.263,34.9,18.03,1.25
19890515,4000.4,2.239,34.894,18.32,1.32
19890515,4200.9,2.235,34.89,18.43,1.34
19890516,4,22.476,36.534,0.06,0
19890516,13.7,21.655,36.595,0.08,0
19890516,24.3,21.035,36.627,0,0
19890516,38.4,20.713,36.624,0.07,0
19890516,66.9,19.521,36.602,0.05,0
19890516,84.7,19.236,36.598,0.58,0
19890516,96.2,19.148,36.594,1.22,0
19890516,104.6,19.088,36.589,1.49,0
19890516,140.1,18.707,36.562,2.37,0.06
19890516,175.8,18.429,36.544,3.11,0.11
19890516,223.8,18.079,36.497,4.18,0.16
19890516,248.6,17.895,36.472,4.8,0.2
19890517,3.4,22.533,-999,-999,-999
19890517,14.4,22.276,36.534,0.05,0
19890517,26.1,21.369,36.604,0.07,0
19890517,39.3,20.699,36.627,0.06,0
19890517,66.5,19.528,36.607,0.05,0
19890517,85.2,19.302,36.604,0.17,0
19890517,96.7,19.204,36.603,0.86,0
19890517,119.8,18.962,36.586,1.72,0.06
19890517,1202.5,4.967,35.04,18.23,1.18
19890517,1400.4,4.371,35.001,17.61,1.12
19890517,1601.8,3.991,34.983,17.33,-999
19890517,1801,3.825,34.985,17.37,1.14
19890517,300.8,17.728,-999,-999,-999
19890517,298,17.738,-999,-999,-999
19890517,401.3,16.847,36.318,7.01,0.31
19890517,498.8,15.146,36.029,10.96,0.56
19890517,497.4,15.155,36.026,10.95,0.58
19890517,600.4,13.679,35.791,13.93,0.67
19890517,753.1,10.17,35.334,20.13,1.25
19890517,749.9,10.229,35.344,19.79,1.25
19890517,800.9,9.006,35.227,21.02,1.36
19890517,900.9,7.343,35.148,21.06,1.36
19890517,999.7,6.349,35.109,20.43,1.29
19890517,999.7,6.349,35.108,20.41,1.32
19890517,1.6,22.649,-999,-999,-999
19890517,12.2,22.118,-999,-999,-999
19890517,21.5,21.427,-999,-999,-999
19890517,39.4,20.518,-999,-999,-999
19890517,66.9,19.542,-999,-999,-999
19890517,85.1,19.255,-999,-999,-999
19890517,97.7,19.098,-999,-999,-999
19890517,107.7,19.015,-999,-999,-999
19890517,141.1,18.724,-999,-999,-999
19890517,174.9,18.483,-999,-999,-999
19890517,222.9,18.084,-999,-999,-999
19890517,248.5,17.927,-999,-999,-999
19890620,1998.8,3.771,34.99,17.14,1.21
19890620,2199.2,3.528,34.975,17.49,1.15
19890620,2398.5,3.339,34.966,17.38,1.17
19890620,2598.5,3.137,34.954,17.97,1.22
19890620,2801.2,2.957,34.943,17.42,1.21
19890620,2999.8,2.755,34.93,17.03,1.2
19890620,3199.1,2.582,34.922,17.49,1.22
19890620,3401.3,2.432,34.91,17.37,1.23
19890620,3601.3,2.325,34.903,17.74,1.25
19890620,3800.1,2.268,34.897,17.84,1.29
19890620,4000.1,2.226,34.891,18.27,1.34
19890620,4200.9,2.227,34.885,18.11,1.36
19890621,300.8,17.916,36.477,4.44,0.17
19890621,300.6,17.917,36.473,4.4,0.2
19890621,400.6,17.234,36.383,5.98,0.25
19890621,501.8,15.855,36.138,9.51,0.51
19890621,501.8,15.851,36.142,9.86,0.49
19890621,599.5,14.077,35.858,13.04,0.63
19890621,748.7,10.134,35.303,21.13,1.34
19890621,748.7,10.142,35.304,21.34,1.33
19890621,800.7,9.215,35.216,22.02,1.45
19890621,898.6,7.546,35.113,22.48,1.5
19890621,999.2,6.536,35.088,21.06,1.29
19890621,1000,6.537,35.087,20.64,1.35
19890621,6.1,26.549,36.651,0.06,0
19890621,15.5,25.904,36.63,0.05,0
19890621,25.5,24.291,36.584,0,0
19890621,38.2,21.734,36.588,0,0
19890621,53.3,20.642,36.594,0.05,0
19890621,65.1,20.16,36.613,0,0.05
19890621,75.7,19.829,36.605,0,0
19890621,84.7,19.591,36.612,0,0
19890621,1203.5,5.148,35.064,18.43,1.19
19890621,1400,4.506,35.016,17.17,1.14
19890621,1601,4.235,35.01,17.4,-999
19890621,1798.7,3.971,34.994,17.05,1.19
19890622,3.9,26.099,36.689,0,0
19890622,16.2,24.266,36.595,0,0
19890622,24.1,22.597,36.542,0,0
19890622,37.5,21.441,36.598,0,0
19890622,52.8,20.655,36.597,0,0
19890622,67,20.046,36.593,0,0
19890622,83.9,19.6,36.587,0,0
19890622,99.5,19.306,36.59,0,0
19890622,116,19.081,36.584,0.85,0
19890622,148.9,18.768,36.566,2.02,0.04
19890622,198.2,18.435,36.548,2.83,0.08
19890622,251.3,18.188,36.514,3.55,0.14
19890622,4.2,26.274,-999,-999,-999
19890622,16.3,25.973,-999,-999,-999
19890622,25.2,22.632,-999,-999,-999
19890622,38.4,21.209,-999,-999,-999
19890622,53.8,20.505,-999,-999,-999
19890622,66.1,20.062,-999,-999,-999
19890622,84.8,19.557,-999,-999,-999
19890622,98.2,19.316,-999,-999,-999
19890622,111.9,19.167,-999,-999,-999
19890622,148.1,18.83,-999,-999,-999
19890622,199.3,18.552,-999,-999,-999
19890622,250.5,18.287,-999,-999,-999
19890718,1999.8,3.772,34.984,-999,1.2
19890718,2201.1,3.535,34.978,17.03,1.15
19890718,2402.4,3.395,34.979,17.42,1.25
19890718,2600.8,3.177,34.961,17.94,1.26
19890718,2802.2,2.969,34.947,17.36,1.28
19890718,3000.4,2.765,34.932,17.12,1.22
19890718,3202.2,2.579,34.921,17.23,1.22
19890718,3397.9,2.44,34.91,-999,1.27
19890718,3600,2.331,34.901,-999,1.28
19890718,3799.2,2.277,34.895,17.99,1.27
19890718,4001,2.249,34.889,18.05,1.27
19890718,4202.6,2.238,34.878,-999,1.31
19890719,300.1,18.024,36.488,4.36,0.17
19890719,299.3,18.025,36.488,4.36,0.15
19890719,400.5,17.435,36.411,-999,0.24
19890719,503.5,16.252,36.21,9.54,0.48
19890719,501.2,16.259,36.204,9.77,0.51
19890719,602.1,14.416,35.901,13.05,0.74
19890719,751.3,11.129,35.426,19.5,1.25
19890719,750,11.147,35.428,20.82,1.27
19890719,799.5,9.937,35.282,21.98,1.44
19890719,902.6,8.062,35.152,21.68,1.48
19890719,999.8,6.487,35.078,20.82,1.25
19890719,998.3,6.511,35.076,20.32,-999
19890719,4.5,27.212,36.487,0,0
19890719,20.3,26.79,36.472,0,0
19890719,39.1,22.67,36.695,0,0
19890719,59.9,21.244,36.652,0,0
19890719,82,20.371,36.64,0.53,0
19890719,102.9,19.852,36.63,0.08,0
19890719,150.9,19.035,36.585,1.94,0.05
19890719,249.4,18.33,36.526,3.37,0.15
19890719,1200.2,5.149,35.059,17.55,1.15
19890719,1400.3,4.46,35.004,-999,1.11
19890719,1597.8,4.071,34.983,16.75,1.07
19890719,1799.9,3.857,34.973,17.03,1.1
19890719,1.5,27.192,36.431,0,0
19890719,9.7,26.826,36.44,0,0
19890719,49.9,22.144,36.671,0.07,0
19890719,90.3,20.202,36.634,0,0
19890719,107.6,19.748,36.619,0.19,0
19890719,116.3,19.555,36.615,0.47,0
19890719,119.2,19.475,36.605,0.16,0
19890719,127.2,19.365,36.597,0,0
19890719,136.3,19.253,36.596,0.36,0
19890719,148.5,19.155,36.593,2.06,0
19890719,173.9,18.86,36.569,2.4,0.05
19890719,197.9,18.631,36.553,2.63,0.08
19890720,0.9,27.084,-999,-999,-999
19890720,25,23.856,-999,-999,-999
19890720,75.7,20.51,-999,-999,-999
19890720,91.2,19.967,-999,-999,-999
19890720,99.9,19.788,-999,-999,-999
19890720,107.3,19.676,-999,-999,-999
19890720,116.9,19.442,-999,-999,-999
19890720,123.4,19.324,-999,-999,-999
19890720,126,19.265,-999,-999,-999
19890720,135.4,19.173,-999,-999,-999
19890720,150.5,19.033,-999,-999,-999
19890720,190.3,18.665,-999,-999,-999
19890815,300.1,18.204,36.526,3.62,0.11
19890815,299.2,18.205,36.525,3.66,0.12
19890815,400.5,17.459,36.41,6.18,0.24
19890815,502.3,16.173,36.188,9.55,0.45
19890815,501.4,16.175,36.189,9.45,0.46
19890815,599.6,14.161,35.86,14.05,0.74
19890815,751.7,10.753,35.397,19.6,1.18
19890815,751.5,10.749,35.399,19.83,1.19
19890815,799.7,9.637,35.253,22.73,1.46
19890815,898.1,7.768,35.115,22.07,1.46
19890815,999.8,6.436,35.112,20.51,1.25
19890815,1000.4,6.436,35.109,20.53,1.31
19890815,2001.9,3.797,-999,-999,-999
19890815,2199.7,3.547,-999,-999,-999
19890815,2400.3,3.364,-999,-999,-999
19890815,2599.9,3.131,34.953,18.33,1.19
19890815,2799.3,2.921,34.938,18.22,1.24
19890815,2998.7,2.726,-999,-999,-999
19890815,3199.6,2.512,-999,-999,-999
19890815,3401.6,2.366,-999,-999,-999
19890815,3599.8,2.281,34.897,18.61,1.26
19890815,3799.4,2.234,34.891,19.04,1.33
19890815,3999.5,2.206,34.888,19.06,1.31
19890815,4200.8,2.213,34.883,19.3,1.34
19890816,4.1,26.281,36.505,0,0
19890816,21.3,26.116,-999,-999,-999
19890816,39.7,24.367,-999,-999,-999
19890816,60.1,21.567,36.602,0,0
19890816,79.6,20.515,36.621,0,0
19890816,101.7,19.559,36.617,0.97,0
19890816,120.8,19.201,36.599,0.95,0
19890816,138.9,18.993,36.589,2.32,0.03
19890816,1199.6,5.043,35.047,18.65,1.19
19890816,1398.8,4.507,35.01,17.92,1.14
19890816,1599,4.018,34.968,17.72,1.1
19890816,1799.9,3.869,34.971,17.56,1.13
19890816,1,-999,36.491,0,0
19890816,20,-999,36.495,0,0
19890816,40,-999,36.607,0,0
19890816,60,-999,36.608,0,0
19890816,70,-999,36.624,0,0
19890816,80,-999,36.625,0,0
19890816,90,-999,36.636,0.71,0
19890816,100,-999,36.617,0.71,0
19890816,120,-999,36.608,0.99,0
19890816,150,-999,36.59,1.92,0.03
19890816,200,-999,36.604,2.43,0.04
19890816,250,-999,36.549,3.22,0.09
19890817,1,-999,-999,-999,-999
19890817,20,-999,-999,-999,-999
19890817,40,-999,-999,-999,-999
19890817,60,-999,-999,-999,-999
19890817,70,-999,-999,-999,-999
19890817,80,-999,-999,-999,-999
19890817,90,-999,-999,-999,-999
19890817,100,-999,-999,-999,-999
19890817,120,-999,-999,-999,-999
19890817,150,-999,-999,-999,-999
19890817,200,-999,-999,-999,-999
19890817,250,-999,-999,-999,-999
19890918,0.9,27.325,36.562,0.06,0
19890918,18.5,27.385,36.549,0.05,0
19890918,37,27.405,36.535,0.05,0.03
19890918,55.4,22.255,36.576,0.07,0
19890918,73.9,20.665,36.43,0.25,0
19890918,92.4,19.465,36.536,0.72,0
19890918,110.9,18.845,36.527,0.12,0
19890918,129.4,18.505,36.522,1.55,0.04
19890918,1108.8,5.335,35.032,19.18,1.18
19890918,1293.6,4.735,35.004,18.61,1.11
19890918,1478.4,4.255,34.969,17.3,1.06
19890918,1663.2,4.035,34.962,16.79,1.12
19891019,3.6,26.033,36.704,0.08,0.03
19891019,19.1,25.835,36.686,0.06,0
