"DOY" "Depth" "TIN"
346 99.3 0.05
346 120.7 0.41
346 140 1.24
346 200.7 3.01
346 300.7 3.54
346 401.1 3.82
346 5 23.11
346 40.2 19.66
346 58.7 18.79
346 80.4 18.5
347 4.2 3.54
347 40.1 15.14
347 61.6 24.55
347 101 20.37
347 202 0.08
347 301.1 1.82
347 402.7 1.42
347 3.4 20.96
347 39.1 20.11
347 60.5 18.1
347 81.9 18.2
347 138.9 0.1
347 199.8 0.22
347 301.3 0.9
348 4.4 7.33
348 60.9 21.07
348 101.6 18.95
348 139.1 0.09
348 201.4 0.17
348 300.3 0.34
348 402.2 1.65
348 3.4 18.12
348 40.2 17.39
348 99.6 18.44
348 140.8 0.15
348 199.7 0.06
348 299.8 0.05
348 3.8 3.07
348 40.8 2.79
348 101.3 3.63
348 138.2 4
348 199.8 19.99
348 302.2 19.01
289 84.1 0.68
289 100.3 0.95
289 120.7 1.6
289 138.5 1.49
289 201.6 2.4
289 300.3 3.82
290 100.2 0.12
290 119.5 0.14
290 139.2 0.69
290 201.8 2.9
290 302.4 3.94
291 120.9 0.16
291 140 0.71
291 198.7 3.02
291 301 3.92
291 119.2 0.59
291 140.6 1.07
291 198.4 3.13
291 300.4 3.72
291 142.2 0.21
291 199.6 2.69
291 302 3.86
292 99.7 0.13
292 120.4 0.65
292 139.6 0.97
292 199.9 2.37
292 300 3.68
292 119.5 0.25
292 200.4 2.22
292 301.5 3.92
292 2.9 0.04
292 120.5 0.12
292 139.8 0.2
292 199.7 0.83
292 301.8 4.12
293 137.4 0.12
293 199.5 1.15
293 299.9 4.06
293 3 0.04
293 121 0.18
293 139.4 0.37
293 201 1.99
293 300.8 4.17
293 498.8 19.39
294 139.5 0.11
294 200.7 1.14
294 300.2 3.93
294 20.4 0.08
294 120.1 0.19
294 140.9 0.37
294 200.5 1.98
294 299.4 4.2
290 302.5 2.95
290 497.6 5.27
292 4.9 0.06
292 20.5 0.04
292 41.3 0.06
292 58.6 0.06
292 79.6 0.05
292 101.4 0.05
292 118.2 0.07
292 138.1 0.43
292 198.5 1.92
292 299.3 4.37
292 498.4 9.21
293 5.2 0.04
293 139.2 0.07
293 200.5 1.64
293 120.2 0.16
293 141 0.44
293 201.2 2.27
293 298.7 4.72
293 498.3 10.26
293 5.4 0.05
293 120.2 0.31
293 140.4 0.7
293 201.2 2.41
293 301.5 4.58
293 498.6 10.94
294 4.9 0.04
294 20.3 0.05
294 40.7 0.06
294 59.6 0.06
294 80.2 0.06
294 99.5 0.06
294 119.7 0.06
294 140.3 0.14
294 200 1.18
294 300.2 4.35
294 120.7 0.08
294 141.3 0.28
294 200 1.29
294 300.3 4.81
294 139.2 0.2
294 199.7 2.05
295 20.9 0.05
295 40.6 0.06
295 59.9 0.06
295 81.1 0.07
295 100.7 0.56
295 118 0.96
295 140.7 0.98
295 199.1 0.98
295 300 5.08
295 80 0.05
295 100 1.36
295 120 0.99
295 200.5 2.88
295 302 6.6
298 140.2 0.27
298 200.2 1.13
301 180.1 2.68
301 250.4 3.89
301 160.8 2.08
301 320.2 3.76
301 401.6 3.39
302 79.9 0.05
302 100.8 0.62
302 120.9 1.95
302 199.7 2.7
302 299.4 1.64
292 80.7 0.41
292 100.2 1.25
292 120.6 2.07
292 140.3 2.45
292 200.9 3.12
292 301.8 4.19
292 400.8 4.88
292 78.9 0.15
292 99.2 1.13
292 119.3 1.67
292 138.9 3
292 199.1 3.16
292 300.4 4.89
292 399.8 6.35
293 80 0.48
293 100.3 2.02
293 119.8 2.43
293 140.3 2.75
293 200.8 3.82
293 301.2 3.91
293 400.2 5.27
293 3.2 0.04
293 99.2 0.7
293 120 1.31
293 139.2 2.4
293 200.5 3.07
293 300.2 3.66
293 400.3 4.64
294 5.3 0.12
294 121.9 0.25
294 138 1.06
294 199.8 3.47
294 300.4 4.4
294 400.2 6.38
294 120.5 0.59
294 139.7 2.56
294 201.1 3.33
294 301.2 4.45
294 403.1 6.48
295 119.7 0.1
295 140.1 0.98
295 200.5 3.44
295 299.8 4.85
295 401.2 5.89
295 9.7 0.33
295 49.1 0.07
295 78.9 0.04
295 118.6 0.07
295 139.4 0.49
295 199.9 2
295 249.2 0.58
295 300.1 3.34
295 99.5 0.27
295 118.3 0.21
295 140 0.27
295 200.9 2.03
295 300 2.59
295 399.3 2.92
295 499.6 5.13
296 49.9 8.93
296 80.3 0.16
296 140.6 0.23
296 200.9 1.79
296 301.9 3.85
296 402 6.22
296 9.7 0.11
296 121.3 0.06
296 139.1 0.23
296 200 2.79
296 300 5.11
296 399.6 8.58
297 99.6 0.07
297 120.6 0.24
297 140.2 0.78
297 199.3 4.38
297 250.7 6.15
297 300.4 8.36
297 499.4 9.55
297 8.4 0.21
297 49.8 0.07
297 79.7 0.04
297 120.4 0.49
297 138.8 0.82
297 198.8 2.87
297 300.8 6.51
297 399.4 12.06
297 499.3 18.47
298 98.4 0.26
298 119.4 0.88
298 139.5 1.21
298 200 2.79
298 300.5 5.87
298 400.1 12.92
300 3.8 0.07
300 78.6 0.58
300 101.8 3.37
300 120.5 7.58
300 198.4 15.48
301 119.1 0.07
301 138.8 0.68
301 160.7 1.4
301 199.4 2.18
301 301.2 3.54
302 50.4 0.1
302 122.4 1.73
302 144 2.63
302 161.1 3.15
302 199.3 3.78
302 302.1 4.9
302 401.3 7.64
302 492.7 11.53
303 4.1 0.05
303 101.1 0.05
303 119.6 0.39
303 140.2 1.07
303 202.6 2.24
303 297 3.31
303 400.9 4.28
303 497.7 5.98
304 80.8 0.26
304 100.4 0.63
304 140.3 2.63
304 199.3 3.57
304 299.9 5.65
304 6.2 0.07
304 84.5 0.14
304 100.1 0.15
304 99.6 0.17
304 119.8 0.4
304 200.3 3.18
304 300.2 4.24
304 399 5.13
305 5.6 0.07
305 49.7 0.05
305 78.5 0.9
305 96.2 2.02
305 119.5 2.32
305 138.8 3.33
305 198 3.76
305 297.5 3.61
305 400.4 4.17
306 6.8 0.1
306 49.3 0.11
306 79.3 0.2
306 99.8 1.59
306 119.8 2.1
306 139.5 2.45
306 198.9 2.96
306 300.1 1.71
306 400.2 3.95
306 499.1 2.8
271 80.4 0.14
271 100.2 1.22
271 120.1 1.68
271 140 1.85
271 160.4 2.05
271 199.8 2.58
271 249.5 3.28
271 299.5 3.84
272 80.1 1.21
272 99.3 1.3
272 119.9 1.39
272 160 1.62
272 200.1 2.43
272 252 3.34
272 300.7 3.73
272 300.6 3.75
272 498.4 4.22
273 59.7 1.07
273 79.4 5.84
273 100 10.06
273 120.5 12.76
273 141.2 13.16
273 158.8 13.58
273 200.2 14.76
273 251.1 21.11
273 301.1 23.53
274 5.9 0.13
274 8.8 0.09
274 21.4 0.08
274 40.1 0.08
274 61.2 0.07
274 80.7 0.2
274 98.6 0.74
274 119.5 1.39
274 138.6 1.58
274 159.7 1.92
274 198.6 2.69
278 4.6 0.11
278 19.8 0.09
278 39.3 0.09
278 80.3 0.24
278 101.4 0.75
278 120.2 2.07
278 142.1 2.36
278 159.8 2.01
278 202 3.02
278 250.7 3.41
278 300.5 3.48
279 120.5 1.59
279 141 2.3
279 160.8 2.08
279 200.8 3.19
279 249.5 3.9
279 302.8 4.08
282 139.5 0.23
282 158.8 0.92
282 199.4 2.63
282 248.9 4.11
282 299.5 4.68
282 499.9 8.73
283 119.2 0.55
283 141 1.1
283 158.2 1.78
283 199.9 3.42
284 139.5 0.11
284 160.1 0.57
284 201.4 1.84
284 248.8 3.72
284 299.6 4.26
285 99.8 0.18
285 119.8 0.87
285 139.8 0.83
285 200.3 3.21
285 299.7 5.3
285 499.8 13.39
286 140.4 0.31
286 159.4 0.85
286 199.5 3.69
286 299.6 7.59
286 80.2 0.14
286 99.7 0.43
286 119.7 0.44
286 139.6 1.16
286 199.9 3.26
286 249.6 5.16
286 298.8 6.79
288 119.4 0.7
288 159.6 2.06
288 200.2 3.22
288 249.4 4.01
288 299.6 4.97
288 499.9 16.77
288 119.4 0.05
288 161.6 0.45
288 201.4 1.7
288 249.7 3.6
288 301.4 4.77
289 159.8 0.95
289 198.9 2.93
289 249.8 5.07
289 299.2 5.84
289 498.3 13.7
290 159.8 0.08
290 201 1.1
290 249.4 2.78
290 298.9 4.54
290 499.7 5.53
290 121 0.08
290 159.4 0.73
290 200.1 2.56
290 251 3.31
290 300.5 3.46
291 99.2 0.61
291 119.8 2.37
291 158.5 3.06
291 199.8 4.02
291 250.6 4.33
291 299.9 4.33
271 79.6 0.08
271 99.7 0.97
271 119.9 1.42
271 149.8 1.94
271 199.8 2.96
271 299.9 4.32
271 450.7 6.5
272 4.5 0.07
272 99.3 0.19
272 119.6 1.43
272 150.3 2.53
272 202 3.36
272 301.1 4.67
272 400.7 6.64
273 5.2 0.1
273 80.6 0.05
273 100.5 2.08
273 121.1 4.93
273 151 5.42
273 199.5 7.56
273 300.3 11.69
273 420.2 18.52
273 5.9 0.42
273 60.4 0.1
273 69.7 0.81
273 80.4 2.56
273 99.6 5.68
273 120.6 6.54
273 199.6 13.38
273 299.3 22.72
273 499.8 25.35
275 100.3 0.2
275 119.4 1.03
275 150.1 1.66
275 200.9 2.62
275 300.4 4.34
275 440.2 5.5
275 5 0.06
275 100.3 0.08
275 119.7 0.62
275 150 1.27
275 199.4 2.37
275 300.1 4.29
275 439.9 5.85
276 4.9 0.07
276 98.3 0.1
277 120.6 0.44
277 149.3 1.27
277 200.1 2.66
277 300.7 4.32
277 441 6.38
277 100.2 0.05
277 120.5 0.72
277 151.5 1.66
277 200.9 2.68
277 301.2 4.41
277 440.8 5.91
277 5.3 2.79
277 120.5 0.05
278 5.8 0.22
278 79.5 0.05
278 120.8 0.13
278 150.6 0.29
278 199.8 1.19
278 281.5 3.36
278 401 4.92
278 5.7 2.24
279 6.2 0.06
279 121.5 0.27
279 150.1 1.1
279 201.3 2.88
279 301.7 4.27
280 119.8 0.07
280 151.1 0.63
280 199.6 2.6
280 302 6.42
282 4.4 0.08
282 149.7 0.08
282 201.3 0.75
282 303.5 4.63
282 402.5 9.53
282 5.1 0.11
282 149.2 0.32
282 199.8 1.74
282 300.2 4.72
282 400.3 7.62
283 149.3 0.82
283 200.1 3.2
283 298.8 4.91
283 400.3 7.59
283 6.2 0.11
283 119.8 0.04
283 199.4 1.88
283 300.6 4.13
283 400.3 5.61
284 5.9 0.07
284 119 0.29
284 148.8 1.27
284 197.6 3.17
284 299 6.29
284 400.2 7.47
285 5 15.93
285 150.4 0.06
285 199.2 0.39
285 301.2 1.58
285 400.5 4.22
285 4.9 0.51
285 40.5 0.12
285 80 0.05
285 99.3 0.06
285 118.9 0.85
285 149.5 1.59
285 200.1 2.74
285 301.9 4.87
285 80.7 0.45
285 200.1 2.06
285 301 4.52
285 399.3 4.86
286 6 0.2
286 40.1 0.05
286 100.1 0.12
286 149.6 1.5
286 200.3 2.7
286 299.6 4.73
286 399.9 5.97
286 5.1 0.21
286 100.8 1.44
286 150.5 1.42
286 200.3 2.3
286 301.2 4.37
286 400.7 5.15
272 98.3 0.19
272 119.6 1.8
272 148.3 2.27
272 202.4 1.98
272 300.7 3.23
272 399.3 4.95
272 98.5 0.11
272 120.4 0.61
272 147 1
272 200.1 2.96
272 302.6 3.87
272 499.9 7
273 4.3 0.13
273 299 4.81
274 4.8 0.12
274 40.8 0.17
274 80.6 0.33
274 100.6 0.57
274 119.9 1.52
274 149.7 2.23
274 202.7 2.63
274 299.8 4.5
274 400.4 5.4
274 103.5 0.05
274 199.8 2.53
275 5.2 0.1
275 121 0.47
275 150.9 1.34
275 201.3 2.29
275 301.1 4.86
275 400.9 4.64
275 3.6 0.2
275 150.7 0.18
275 201.4 1.38
275 300.5 4.69
275 400.8 5.87
275 150.6 0.1
275 201 0.92
275 300.5 4.62
275 400.8 6.37
276 3.1 0.19
276 100 0.04
276 200.4 1.41
276 300.7 4.87
276 399.7 6
277 3.5 0.2
277 150.7 0.36
277 201.5 1.91
277 301.1 6.43
277 400.5 8.76
279 100.7 0.1
279 151.3 0.7
279 200.5 3.13
279 300.4 5.8
279 400.6 9.48
280 3.7 0.13
280 100.9 0.04
280 150.4 0.42
280 202.4 1.62
280 298.8 5.73
280 402 8.8
281 149.7 0.19
281 200.1 1.34
281 299.7 4.53
281 399.6 5.89
285 3.3 0.1
285 100.3 0.1
285 121 0.72
285 150.3 2.35
285 199.8 2.97
285 300.6 5.05
285 401.7 6.61
